celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elimination_week,final_place,weeks_participated,week1_judge_total,week1_judge_mean,week1_judge_count,week2_judge_total,week2_judge_mean,week2_judge_count,week3_judge_total,week3_judge_mean,week3_judge_count,week4_judge_total,week4_judge_mean,week4_judge_count,week5_judge_total,week5_judge_mean,week5_judge_count,week6_judge_total,week6_judge_mean,week6_judge_count,week7_judge_total,week7_judge_mean,week7_judge_count,week8_judge_total,week8_judge_mean,week8_judge_count,week9_judge_total,week9_judge_mean,week9_judge_count,week10_judge_total,week10_judge_mean,week10_judge_count,week11_judge_total,week11_judge_mean,week11_judge_count,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant,age_group,industry_category
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,,2.0,10.0,30.999899999999997,10.3333,3,27.0,9.0,3,27.0,9.0,3,28.0,9.333333333333334,3,27.0,9.0,3,33.0,11.0,3,24.5,8.166666666666666,3,29.5,9.833333333333334,3,28.9999,9.666633333333333,3,28.333199999999998,9.4444,3,,,0,28.433299999999996,33.0,24.5,2.37423048024688,0.6110666666666695,1,11.0,1,26-35,Entertainment
Petra Nemcova,Dmitry Chaplin,Model,Unknown,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,18.0,6.0,3,18.0,6.0,3,25.0,8.333333333333334,3,23.0,7.666666666666667,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,21.2,25.0,18.0,3.1144823004794873,3.0,2,6.5,0,26-35,Model
Evander Holyfield,Edyta Sliwinska,Athlete,Alabama,United States,42,1,Eliminated Week 3,5,5.0,7.0,6.0,,5.0,4.0,5.0,,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,18.0,6.0,3,14.0,4.666666666666667,3,13.0,4.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.0,18.0,13.0,2.6457513110645907,,0,6.814726840855107,1,36-45,Sports
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,7.0,5.0,6.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,21.0,7.0,3,24.0,8.0,3,23.0,7.666666666666667,3,,,0,,,0,,,0,,,0,,,0,21.666666666666668,24.0,18.0,2.0655911179772892,2.0,1,5.0,1,>55,Entertainment
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,7.0,7.0,7.0,,10.0,9.0,10.0,,8.0,6.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.0,8.0,8.0,,9.5,9.0,10.0,,9.5,8.5,9.0,,9.5,10.0,10.0,,,,,,,,,,,3.0,9.0,21.0,7.0,3,29.0,9.666666666666666,3,22.0,7.333333333333333,3,27.0,9.0,3,25.0,8.333333333333334,3,24.0,8.0,3,28.5,9.5,3,27.0,9.0,3,29.5,9.833333333333334,3,,,0,,,0,25.88888888888889,29.5,21.0,3.069790076065644,4.333333333333332,2,5.0,1,26-35,Entertainment
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,6.0,5.0,6.0,,7.0,7.0,7.0,,7.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,6.0,,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,7.0,,7.0,17.0,5.666666666666667,3,21.0,7.0,3,20.0,6.666666666666667,3,16.0,5.333333333333333,3,18.0,6.0,3,19.0,6.333333333333333,3,22.5,7.5,3,,,0,,,0,,,0,,,0,19.071428571428573,22.5,16.0,2.280872848797353,0.5,3,4.333333333333333,1,>55,Entertainment
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,9.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,,8.0,21.0,7.0,3,21.0,7.0,3,23.0,7.666666666666667,3,27.0,9.0,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,25.5,8.5,3,25.5,8.5,3,,,0,,,0,,,0,24.25,27.0,21.0,2.29906813420444,3.6666666666666643,4,4.75,0,36-45,Entertainment
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,,2.0,10.0,22.0,7.333333333333333,3,27.0,9.0,3,23.0,7.666666666666667,3,29.0,9.666666666666666,3,27.0,9.0,3,24.0,8.0,3,27.5,9.166666666666666,3,26.0,8.666666666666666,3,27.5,9.166666666666666,3,28.5,9.5,3,,,0,26.15,29.0,22.0,2.369364659331461,3.333333333333332,5,4.8,1,26-35,Sports
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,12.0,12.0,12.0,,,6,4.333333333333333,1,36-45,Entertainment
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,7.0,,7.0,16.0,5.333333333333333,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,22.0,7.333333333333333,3,21.0,7.0,3,,,0,,,0,,,0,,,0,19.714285714285715,22.0,16.0,1.889822365046136,2.333333333333332,7,5.571428571428571,1,46-55,Sports
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,18.9999,6.3333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.9999,18.9999,18.9999,,,8,5.75,1,26-35,Entertainment
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,15.0,5.0,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,16.5,5.5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.625,20.0,15.0,2.286737122335374,0.5,9,6.888888888888889,0,26-35,Entertainment
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,13.0,4.333333333333333,3,13.0,4.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,13.0,13.0,13.0,0.0,,10,7.1,1,>55,Media
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,12.0,12.0,12.0,,,0,6.814726840855107,1,36-45,Media
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,6.0,5.0,5.0,,6.0,6.0,6.0,,6.0,5.0,5.0,,6.0,4.0,5.0,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,16.0,5.333333333333333,3,18.0,6.0,3,16.0,5.333333333333333,3,15.0,5.0,3,13.0,4.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,15.6,18.0,13.0,1.816590212458495,-2.0000000000000018,1,11.0,1,36-45,Sports
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,11.0,,11.0,18.0,6.0,3,21.0,7.0,3,24.0,8.0,3,21.0,7.0,3,24.0,8.0,3,23.9999,7.9999666666666664,3,25.0,8.333333333333334,3,24.0,8.0,3,21.0,7.0,3,30.0,7.5,4,25.499899999999997,8.499966666666666,3,23.409072727272726,30.0,18.0,3.137013780043342,4.499966666666666,0,6.814726840855107,1,>55,Entertainment
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,2.0,15.0,5.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.0,15.0,15.0,0.0,,1,4.0,1,>55,Entertainment
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,,,,,,,,,,,,,8.0,,8.0,25.0,6.25,4,24.0,6.0,4,28.0,7.0,4,25.0,6.25,4,20.0,5.0,4,30.0,7.5,4,28.0,7.0,4,25.0,6.25,4,,,0,,,0,,,0,25.625,30.0,20.0,3.0676887530703447,2.0,2,7.0,1,46-55,Sports
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,22.0,5.5,4,31.0,7.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,31.0,22.0,6.363961030678928,,3,7.0,1,36-45,Entertainment
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,7.0,,7.0,21.0,7.0,3,22.5,7.5,3,30.0,7.5,4,27.0,9.0,3,30.0,7.5,4,32.0,8.0,4,28.0,9.333333333333334,3,,,0,,,0,,,0,,,0,27.214285714285715,32.0,21.0,4.081024614574372,5.5,4,8.25,1,≤25,Media
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,20.0,5.0,4,22.0,5.5,4,23.0,5.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.666666666666668,23.0,20.0,1.5275252316519465,,5,8.2,1,>55,Other
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,,1.0,10.0,31.0,7.75,4,32.0,8.0,4,28.0,7.0,4,39.0,9.75,4,32.0,8.0,4,35.0,8.75,4,39.0,9.75,4,37.5,9.375,4,38.5,9.625,4,39.6666,9.91665,4,,,0,35.16666,39.6666,28.0,4.149958500515397,8.222200000000004,6,8.833333333333334,1,26-35,Sports
Drew Scott,Emma Slater,TV Personality,Unknown,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,10.0,,10.0,16.0,5.333333333333333,3,20.5,6.833333333333333,3,23.0,7.666666666666667,3,24.0,8.0,3,25.0,8.333333333333334,3,30.0,7.5,4,28.5,9.5,3,23.5,7.833333333333333,3,24.0,8.0,3,37.5,9.375,4,,,0,25.2,37.5,16.0,5.798467230417209,8.5,7,7.714285714285714,0,36-45,Media
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.0,18.0,18.0,,,8,7.25,1,36-45,Sports
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,7.0,,7.0,18.0,6.0,3,21.5,7.166666666666667,3,21.0,7.0,3,21.0,7.0,3,24.0,8.0,3,19.0,6.333333333333333,3,27.0,9.0,3,,,0,,,0,,,0,,,0,21.642857142857142,27.0,18.0,3.0374644814697795,3.1666666666666643,9,7.444444444444445,1,>55,Entertainment
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,,,,,10.0,,10.0,21.0,7.0,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,28.0,7.0,4,26.0,8.666666666666666,3,27.0,9.0,3,27.0,9.0,3,31.9998,10.6666,3,36.0,9.0,4,25.5,8.5,3,,,0,26.549979999999998,36.0,20.0,4.821512211329553,9.833266666666667,10,7.5,1,36-45,Entertainment
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,12.0,4.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,13.5,15.0,12.0,2.1213203435596424,,11,7.2727272727272725,1,>55,Sports
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,8.0,,8.0,22.0,5.5,4,27.0,6.75,4,20.0,6.666666666666667,3,32.5,8.125,4,34.0,8.5,4,38.0,9.5,4,38.0,9.5,4,32.0,8.0,4,,,0,,,0,,,0,30.4375,38.0,20.0,6.821381824821127,13.0,12,7.916666666666667,1,36-45,Entertainment
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,9.25,10.25,9.25,10.25,8.5,8.0,8.0,8.0,,,,,,,,,9.0,,9.0,21.0,5.25,4,30.0,7.5,4,27.0,6.75,4,28.0,7.0,4,36.0,9.0,4,34.0,8.5,4,39.0,9.75,4,39.0,9.75,4,32.5,8.125,4,,,0,,,0,31.833333333333332,39.0,21.0,5.958187643906492,10.833333333333336,13,7.846153846153846,1,36-45,Entertainment
Mauricio Umansky,Emma Slater,TV Personality,Unknown,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,,4.0,4.0,4.0,,7.0,5.0,6.0,5.0,7.0,6.0,6.0,,8.0,8.0,8.0,,8.5,8.5,7.5,8.5,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,15.0,5.0,3,12.0,4.0,3,23.0,5.75,4,19.0,6.333333333333333,3,24.0,8.0,3,33.0,8.25,4,,,0,,,0,,,0,,,0,,,0,21.0,33.0,12.0,7.4565407529228995,8.666666666666664,14,7.714285714285714,0,46-55,Media
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,,6.0,4.0,5.0,,6.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,16.0,5.333333333333333,3,15.0,5.0,3,21.0,5.25,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.333333333333332,21.0,15.0,3.2145502536643185,,15,7.8,1,>55,Entertainment
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5.0,4.0,,,6.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.25,7.25,7.25,7.25,8.0,8.5,9.5,8.0,8.0,7.0,7.0,7.0,,,,,,,,,9.0,,9.0,9.0,4.5,2,16.0,5.333333333333333,3,18.0,6.0,3,18.0,6.0,3,24.0,6.0,4,27.0,6.75,4,29.0,7.25,4,34.0,8.5,4,29.0,7.25,4,,,0,,,0,22.666666666666668,34.0,9.0,7.937253933193772,16.333333333333336,0,6.814726840855107,1,>55,Entertainment
Anna Delvey,Ezra Sosa,Con artist,Unknown,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,18.0,6.0,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.5,18.0,17.0,0.7071067811865476,,0,6.814726840855107,0,26-35,Other
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5.0,5.0,,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.5,10.0,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,,9.6666,10.0,10.0,,,3.0,11.0,10.0,5.0,2,22.0,7.333333333333333,3,24.0,8.0,3,24.0,8.0,3,32.0,8.0,4,39.0,9.75,4,38.0,9.5,4,39.0,9.75,4,39.0,9.75,4,28.5,9.5,3,29.666600000000003,9.888866666666667,3,29.5606,39.0,10.0,9.204549742382842,13.722199999999997,0,6.814726840855107,1,≤25,Sports
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,22.0,7.333333333333333,3,24.0,8.0,3,21.0,7.0,3,24.0,8.0,3,22.0,7.333333333333333,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,22.333333333333332,24.0,21.0,1.3662601021279464,0.0,0,6.814726840855107,1,36-45,Entertainment
Lisa Vanderpump,Gleb Savchenko,TV Personality,Unknown,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,18.0,6.0,3,18.0,6.0,3,21.0,7.0,3,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.75,21.0,18.0,1.5,0.0,0,6.814726840855107,0,46-55,Media
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,11.0,,11.0,27.0,6.75,4,29.0,7.25,4,26.0,6.5,4,23.0,7.666666666666667,3,26.0,8.666666666666666,3,40.0,10.0,4,34.5,8.625,4,30.0,10.0,3,40.0,10.0,4,29.0,9.666666666666666,3,35.5,8.875,4,30.90909090909091,40.0,23.0,5.774158734474581,7.5000000000000036,1,10.0,1,26-35,Entertainment
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,24.0,6.0,4,28.0,7.0,4,26.0,6.5,4,30.0,7.5,4,32.0,8.0,4,,,0,,,0,,,0,,,0,,,0,,,0,28.0,32.0,24.0,3.1622776601683795,3.333333333333332,2,7.0,1,36-45,Entertainment
Sasha Pieterse,Gleb Savchenko,Actor/Actress,Unknown,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,18.0,6.0,3,22.5,7.5,3,19.0,6.333333333333333,3,24.0,8.0,3,24.0,8.0,3,,,0,,,0,,,0,,,0,,,0,,,0,21.5,24.0,18.0,2.8284271247461903,2.5,3,7.666666666666667,0,≤25,Entertainment
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7.0,6.0,7.0,,8.5,9.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,20.0,6.666666666666667,3,35.0,8.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,35.0,20.0,10.606601717798213,,4,8.25,1,≤25,Sports
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,17.5,5.833333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.5,17.5,17.5,,,5,8.0,1,26-35,Entertainment
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,,4.0,11.0,19.0,6.333333333333333,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,32.0,8.0,4,23.0,7.666666666666667,3,26.0,8.666666666666666,3,27.0,9.0,3,24.0,8.0,3,35.0,8.75,4,27.0,9.0,3,28.5,9.5,3,25.5,35.0,19.0,5.191338940966964,10.833333333333336,6,8.833333333333334,1,≤25,Entertainment
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,,,,,,,,,,,,,8.0,,8.0,13.0,4.333333333333333,3,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,19.0,6.333333333333333,3,24.0,8.0,3,26.0,8.666666666666666,3,27.0,9.0,3,,,0,,,0,,,0,21.375,27.0,13.0,4.596194077712559,8.0,7,8.142857142857142,1,36-45,Entertainment
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,27.0,6.75,4,30.0,7.5,4,22.0,7.333333333333333,3,33.0,8.25,4,36.0,9.0,4,,,0,,,0,,,0,,,0,,,0,,,0,29.6,36.0,22.0,5.412947441089743,4.0,8,8.125,0,46-55,Entertainment
