season,week,n_contestants,original_rule,true_k,true_eliminated,rank_eliminated,pct_eliminated,rank_bottom2,pct_bottom2,method_conflict,kendall_tau,rank_bias,pct_bias,rank_ndcg,pct_ndcg,rank_phi_J,rank_phi_F,pct_phi_J,pct_phi_F
29,9,7,rank,1,['AJ McLean'],['Nelly'],['Nelly'],"['Nelly', 'AJ McLean']","['Nelly', 'AJ McLean']",False,0.46169025843831923,0.47233429394812676,0.8345889065879137,1.0,0.6452667701898164,6.227891156462585,5.574829931972788,0.0003609809743528778,0.00182134529474185
29,10,6,rank,2,"['Johnny Weir', 'Skai Jackson']","['Nelly', 'Justina Machado']","['Nelly', 'Justina Machado']","['Nelly', 'Justina Machado']","['Nelly', 'Justina Machado']",False,0.3846153846153847,0.5226928895612708,0.9519029247381358,1.0,0.29823574517505635,3.505555555555556,3.8388888888888895,0.00011099762529479773,0.0021967856378344373
29,11,4,rank,0,[],[],[],[],[],False,1.0,0.5,0.42768092115870504,1.0,1.0,3.4375,3.4375,5.8573766113070264e-05,4.377083199408609e-05
30,1,15,rank,0,[],[],[],[],[],False,1.0,0.5050993735055408,0.2853429426840656,1.0,1.0,36.663809523809526,37.419365079365086,0.00014618000141848538,5.836566131868727e-05
30,2,15,rank,1,['Martin Kove'],['Martin Kove'],['Martin Kove'],"['Martin Kove', 'Iman Shumpert']","['Martin Kove', 'Iman Shumpert']",False,0.0,0.5693770823668343,0.7107870294218409,0.7165675001114188,0.7243072573324657,6.48285714285714,8.57174603174604,6.457388684494146e-05,0.00015870063198404903
30,3,14,rank,1,['Christine Chiu'],['Brian Austin Green'],['Brian Austin Green'],"['Brian Austin Green', 'Matt James']","['Brian Austin Green', 'Matt James']",False,0.15220388682955233,0.46010981912144705,0.8477738569033663,0.9498939401594838,0.16234945904572382,10.49607535321821,8.945054945054943,3.184245355744135e-05,0.000177336159982203
30,4,13,rank,2,"['Matt James', 'Brian Austin Green']","['Brian Austin Green', 'Cody Rigsby']","['Brian Austin Green', 'Cody Rigsby']","['Brian Austin Green', 'Cody Rigsby']","['Brian Austin Green', 'Cody Rigsby']",False,0.11731769201708263,0.4888770053475935,0.7826594567740278,0.8842026008745439,0.4207680673664133,14.13905325443787,13.523668639053252,8.483259935189504e-05,0.0003054884980960548
30,5,11,rank,1,['Melanie C'],['Iman Shumpert'],['Iman Shumpert'],"['Iman Shumpert', 'Cody Rigsby']","['Iman Shumpert', 'Cody Rigsby']",False,0.31256783892405976,0.5128516846127127,0.7970690554694375,0.7171013390979231,0.5018920130107025,11.590909090909092,12.202479338842977,0.00012530374872144384,0.0004921661448490382
30,6,10,rank,1,['Kenya Moore'],"['Mike ""The Miz"" Mizanin']","['Mike ""The Miz"" Mizanin']","['Mike ""The Miz"" Mizanin', 'Cody Rigsby']","['Mike ""The Miz"" Mizanin', 'Cody Rigsby']",False,0.40024936794580945,0.5364836692147325,0.9473634055137914,0.9990093016655767,0.04511124645220722,2.2233333333333336,2.5733333333333333,-5.337936785733555e-05,0.0009607319814496856
30,7,9,rank,1,"['Mike ""The Miz"" Mizanin']","['Mike ""The Miz"" Mizanin']","['Mike ""The Miz"" Mizanin']","['Mike ""The Miz"" Mizanin', 'Melora Hardin']","['Mike ""The Miz"" Mizanin', 'Melora Hardin']",False,0.8263342440128467,0.6684068710003368,0.9165827957911243,0.2497108500620129,0.231181811799156,3.0385802469135803,6.125,5.927449983685046e-05,0.0006513043357763389
30,8,8,rank,2,"['Jimmie Allen', 'Olivia Jade']","['Iman Shumpert', 'Jimmie Allen']","['Iman Shumpert', 'Amanda Kloots']","['Iman Shumpert', 'Jimmie Allen']","['Iman Shumpert', 'Amanda Kloots']",True,0.0,0.05357142857142857,0.9026176229124244,0.6651452740769694,0.04939672373630999,2.484375,-0.140625,-0.00015504184839659104,0.0014370516394956027
30,9,6,rank,2,"['Melora Hardin', 'Suni Lee']","['Cody Rigsby', 'Iman Shumpert']","['Cody Rigsby', 'Iman Shumpert']","['Cody Rigsby', 'Iman Shumpert']","['Cody Rigsby', 'Iman Shumpert']",False,0.6900655593423541,0.5053304904051172,0.99833752229325,0.9934394585165418,0.40958151193294756,1.2888888888888888,1.3166666666666664,-5.112769448630551e-06,0.0030702785142188156
30,10,4,rank,0,[],[],[],[],[],False,1.0,0.5,0.42802684315165795,1.0,1.0,3.9375,3.9375,5.4422273556448735e-05,4.072602650770748e-05
31,1,16,rank,1,['Jason Lewis'],['Vinny Guadagnino'],['Joseph Baena'],"['Vinny Guadagnino', 'Jason Lewis']","['Joseph Baena', ""Heidi D'Amelio""]",True,0.08632646735503004,0.3689598689598689,0.35595896440107627,-0.07192405338586733,0.9936687916488086,-1.2039062499999993,-0.7039062499999993,-8.894512234211332e-06,-4.915962165047888e-06
31,2,15,rank,1,['Teresa Giudice'],['Vinny Guadagnino'],['Vinny Guadagnino'],"['Vinny Guadagnino', 'Cheryl Ladd']","['Vinny Guadagnino', ""Heidi D'Amelio""]",False,-0.19470897094414735,0.05784919653893666,0.918145804296137,0.970805008235215,0.08563031343189438,4.839365079365077,0.2971428571428554,-7.0043404997870804e-06,7.856659987238162e-05
31,3,14,rank,1,['Cheryl Ladd'],['Cheryl Ladd'],['Cheryl Ladd'],"['Cheryl Ladd', 'Jessie James Decker']","['Cheryl Ladd', 'Jessie James Decker']",False,0.17766726362967536,0.42641425920566556,0.8456464909999496,1.0,0.281164347944906,13.223312401883828,9.830455259026685,4.7777591223096935e-05,0.0002617559693199376
31,4,13,rank,1,['Sam Champion'],['Sam Champion'],['Sam Champion'],"['Sam Champion', 'Vinny Guadagnino']","['Sam Champion', 'Vinny Guadagnino']",False,0.33620557406769463,0.4758887171561051,0.7882812700207796,1.0,0.4254829396596493,13.3767258382643,12.14595660749507,8.236984772055884e-05,0.0003066833443548104
31,5,12,rank,1,['Joseph Baena'],['Joseph Baena'],['Joseph Baena'],"['Joseph Baena', 'Trevor Donovan']","['Joseph Baena', 'Trevor Donovan']",False,0.0,0.46089809807376786,0.9239071279054513,0.9454897624971029,-0.020556051374849876,5.601010101010103,4.788510101010099,2.3896853573194662e-05,0.000290151662607162
31,6,10,rank,1,['Jessie James Decker'],['Vinny Guadagnino'],['Vinny Guadagnino'],"['Vinny Guadagnino', 'Daniel Durant']","['Vinny Guadagnino', 'Daniel Durant']",False,0.532713603903433,0.5289203084832904,0.8235998234892837,0.7010364025239074,0.45461697290808367,6.515555555555558,7.315555555555556,0.0001418955138513926,0.0006625000182742369
31,7,9,rank,1,['Jordin Sparks'],['Vinny Guadagnino'],['Vinny Guadagnino'],"['Vinny Guadagnino', 'Jordin Sparks']","['Vinny Guadagnino', 'Wayne Brady']",False,0.0,0.42219020172910665,0.7445313498012367,0.9717275748566909,0.306017605831631,4.950617283950617,3.6172839506172836,0.00010947955104042683,0.0003190644247282165
31,8,8,rank,2,"['Vinny Guadagnino', ""Heidi D'Amelio""]","['Vinny Guadagnino', ""Heidi D'Amelio""]","['Vinny Guadagnino', ""Heidi D'Amelio""]","['Vinny Guadagnino', ""Heidi D'Amelio""]","['Vinny Guadagnino', ""Heidi D'Amelio""]",False,0.4498234510602419,0.5083832335329341,0.6948470752722044,1.0,0.7838806712518377,7.330357142857142,7.580357142857142,0.00047332566709331865,0.0010777840511423413
31,9,6,rank,2,"['Trevor Donovan', 'Daniel Durant']","['Trevor Donovan', 'Daniel Durant']","['Trevor Donovan', 'Daniel Durant']","['Trevor Donovan', 'Daniel Durant']","['Trevor Donovan', 'Daniel Durant']",False,0.8864052604279183,0.5057121096725058,0.9035148206102928,1.0,0.7234364538488299,3.605555555555555,3.688888888888889,0.00030419353765571077,0.0028485553050143298
31,10,4,rank,0,[],[],[],[],[],False,1.0,0.5,0.42826120897848424,1.0,1.0,2.333333333333333,2.333333333333333,8.022128201103105e-05,6.008978883252861e-05
32,1,14,rank,1,['Matt Walsh'],['Alyson Hannigan'],['Barry Williams'],"['Alyson Hannigan', 'Barry Williams']","['Barry Williams', 'Mira Sorvino']",True,0.3962946964838807,0.2124940277114188,0.2768680302780851,0.6689976503980167,0.9998714100899516,-2.5875196232339075,0.6981946624803754,-1.923457436480924e-05,-7.364407799132454e-06
32,2,13,rank,1,['Jamie Lynn Spears'],['Tyson Beckford'],['Mauricio Umansky'],"['Tyson Beckford', 'Adrian Peterson']","['Mauricio Umansky', 'Adrian Peterson']",True,0.3789323733725367,0.5779753761969905,0.04301649202644713,0.689949914060832,0.7379355328942188,1.8254437869822482,2.5,0.00020797472434131085,-9.348481971517715e-06
32,3,12,rank,1,['Tyson Beckford'],['Adrian Peterson'],['Adrian Peterson'],"['Adrian Peterson', 'Mauricio Umansky']","['Adrian Peterson', 'Mauricio Umansky']",False,0.38080305265620007,0.48131766085872785,0.7623264553230548,0.9991734241734407,0.6748951717815679,13.399621212121211,12.434343434343436,0.000162371339430912,0.0005207982562917133
32,4,11,rank,1,['Adrian Peterson'],['Alyson Hannigan'],['Alyson Hannigan'],"['Alyson Hannigan', 'Mauricio Umansky']","['Alyson Hannigan', 'Mauricio Umansky']",False,0.3645487844484219,0.5113760849414343,0.7873527393764235,0.8500441202756887,0.5584298994770336,9.584297520661156,10.030578512396694,0.00017473193804549799,0.0006469665758836543
32,5,10,rank,1,['Mira Sorvino'],['Alyson Hannigan'],['Alyson Hannigan'],"['Alyson Hannigan', 'Barry Williams']","['Alyson Hannigan', 'Barry Williams']",False,0.4005009394574071,0.43113248797551385,0.9640404460655396,0.9625124570805733,0.3034541147294894,5.78222222222222,4.382222222222222,2.852537279409204e-05,0.0007647373257944989
32,6,9,rank,1,['Mauricio Umansky'],['Harry Jowsey'],['Harry Jowsey'],"['Harry Jowsey', 'Alyson Hannigan']","['Harry Jowsey', 'Alyson Hannigan']",False,0.6236095644623235,0.5,0.6724003500373467,1.0,0.6309978376847973,7.041666666666667,7.041666666666667,0.00027950073540931517,0.0005736770242164308
32,7,8,rank,1,['Lele Pons'],['Harry Jowsey'],['Harry Jowsey'],"['Harry Jowsey', 'Barry Williams']","['Harry Jowsey', 'Barry Williams']",False,0.6748819059987713,0.5,0.837740819885034,0.9884943205299618,0.8338911299732338,9.580357142857142,9.580357142857142,0.00024764908301044695,0.0012786071376544145
32,8,7,rank,1,['Barry Williams'],['Harry Jowsey'],['Harry Jowsey'],"['Harry Jowsey', 'Barry Williams']","['Harry Jowsey', 'Barry Williams']",False,0.5821817364274594,0.5,0.7655463750453392,1.0,0.7044233617133348,4.5,4.5,0.0005202408183109397,0.0016987089565605093
32,9,6,rank,1,['Harry Jowsey'],['Harry Jowsey'],['Harry Jowsey'],"['Harry Jowsey', 'Alyson Hannigan']","['Harry Jowsey', 'Alyson Hannigan']",False,0.8563488385776752,0.5,0.8123454489895979,1.0,0.8580174826682535,2.4166666666666665,2.4166666666666665,0.0005751039103090656,0.0024895908024623104
32,10,5,rank,0,[],[],[],[],[],False,0.9999999999999999,0.5,0.40914247036065937,1.0,1.0,4.5,4.5,0.00022496579977953599,0.00015577877652611774
32,11,5,rank,0,[],[],[],[],[],False,0.9999999999999999,0.487012987012987,0.40915003261769767,1.0,1.0,4.74,4.5,0.00015018896884011148,0.00010400241159696914
33,1,13,rank,0,[],[],[],[],[],False,1.0,0.4956419295976757,0.30982985957125125,1.0,1.0,28.07642998027614,27.59122287968442,0.0001224283544393245,5.496030274493057e-05
33,2,13,rank,2,"['Anna Delvey', 'Tori Spelling']","['Eric Roberts', 'Reginald VelJohnson']","['Eric Roberts', 'Reginald VelJohnson']","['Eric Roberts', 'Reginald VelJohnson']","['Eric Roberts', 'Reginald VelJohnson']",False,0.07725290582613706,0.4797523098093178,0.6310830133118228,0.8889500263790493,0.8023609187501926,15.659763313609469,14.440828402366861,0.00015200458487378137,0.0002600246530269973
33,3,11,rank,2,"['Reginald VelJohnson', 'Eric Roberts']","['Reginald VelJohnson', 'Eric Roberts']","['Eric Roberts', 'Reginald VelJohnson']","['Reginald VelJohnson', 'Eric Roberts']","['Eric Roberts', 'Reginald VelJohnson']",False,0.5738190417570044,0.5143167456556084,0.6785528563086203,0.9903791841474805,0.7569401602363335,8.130578512396692,8.609917355371902,0.0002002814771291838,0.0004227804509664454
33,4,9,rank,1,['Brooks Nader'],['Dwight Howard'],['Dwight Howard'],"['Dwight Howard', 'Ilona Maher']","['Dwight Howard', 'Ilona Maher']",False,0.870967741935484,0.5920207253886011,0.8701133117006752,0.47464995953850414,0.43966883884329644,6.075617283950617,8.81635802469136,0.00013968724890453624,0.0009357674472890102
33,5,8,rank,1,['Phaedra Parks'],['Dwight Howard'],['Dwight Howard'],"['Dwight Howard', 'Phaedra Parks']","['Dwight Howard', 'Phaedra Parks']",False,0.7071067811865476,0.804857621440536,0.9912878122994057,0.9830157729164475,0.5596646719947824,0.520089285714286,2.145089285714286,-1.7071011945586765e-05,0.001942369318342761
33,6,7,rank,1,['Jenn Tran'],['Stephen Nedoroscik'],['Stephen Nedoroscik'],"['Stephen Nedoroscik', 'Dwight Howard']","['Stephen Nedoroscik', 'Dwight Howard']",False,0.09999999999999999,0.45222929936305745,0.945488192670761,1.0,-0.013891555207515416,2.3401360544217686,1.9319727891156468,-8.484673358784322e-05,0.00147163685675412
33,7,6,rank,1,['Dwight Howard'],['Danny Amendola'],['Danny Amendola'],"['Danny Amendola', 'Ilona Maher']","['Danny Amendola', 'Ilona Maher']",False,0.5449492609130661,0.5,0.955881573477357,1.0,0.3451131079796995,2.4166666666666665,2.4166666666666665,0.00014140905888402182,0.0030638063132337055
33,8,5,rank,0,[],[],[],[],[],False,1.0,0.5,0.4102173493798158,1.0,1.0,5.76,5.76,0.0001027837451529319,7.14901929577432e-05
33,9,5,rank,0,[],[],[],[],[],False,0.9999999999999999,0.4912663755458515,0.41042748190929085,1.0,1.0,4.66,4.5,4.6735545404152626e-05,3.2534678308958254e-05
34,1,14,rank,0,[],[],[],[],[],False,1.0,0.5046783035684256,0.30126494691230105,1.0,1.0,28.89992150706437,29.445839874411305,0.00021900452974664934,9.442547319777409e-05
34,2,14,rank,2,"['Baron Davis', 'Corey Feldman']","['Corey Feldman', 'Andy Richter']","['Corey Feldman', 'Andy Richter']","['Corey Feldman', 'Andy Richter']","['Corey Feldman', 'Andy Richter']",False,0.058470534620468605,0.4179557748884882,0.5872644190445437,0.9988792568089678,0.7790760514991395,19.25588697017268,13.82731554160125,9.868424742873983e-05,0.00014041374165253142
34,3,12,rank,1,['Lauren Jauregui'],['Andy Richter'],['Andy Richter'],"['Andy Richter', 'Danielle Fishel']","['Andy Richter', 'Danielle Fishel']",False,0.30408758984062795,0.4992843821832848,0.9668426525987284,1.0,0.1804435035581972,7.288510101010104,7.267676767676768,1.8892490736214632e-05,0.0005508904447796125
34,4,11,rank,1,['Hilaria Baldwin'],['Andy Richter'],['Andy Richter'],"['Andy Richter', 'Jen Affleck']","['Andy Richter', 'Jen Affleck']",False,-0.12247448713915891,0.4877522454216727,0.7966900345057752,0.8659935135030543,0.36170325728260255,7.258677685950412,6.911570247933884,8.566314950266476e-05,0.00033567945067154145
34,5,10,rank,0,[],[],[],[],[],False,1.0,0.5,0.339545192426952,1.0,1.0,16.804444444444442,16.804444444444442,0.0001901722091718021,9.776908066545686e-05
34,6,10,rank,1,['Scott Hoying'],['Andy Richter'],['Andy Richter'],"['Andy Richter', 'Jen Affleck']","['Andy Richter', 'Jen Affleck']",False,0.3463394871967055,0.4583236049498015,0.8528281219828225,1.0,0.45372919828822345,7.733333333333334,6.543333333333333,0.0001169449401855296,0.0006776697767095018
34,7,9,rank,1,['Jen Affleck'],['Andy Richter'],['Andy Richter'],"['Andy Richter', 'Jen Affleck']","['Andy Richter', 'Jen Affleck']",False,0.3651483716701107,0.4959462883202433,0.7965882260634711,1.0,0.5197973760471766,6.140432098765432,6.041666666666667,0.0002245049542966634,0.0008791919947635042
34,8,8,rank,1,['Danielle Fishel'],['Andy Richter'],['Andy Richter'],"['Andy Richter', 'Danielle Fishel']","['Andy Richter', 'Danielle Fishel']",False,0.8819171036881968,0.5214669051878354,0.886108289120078,0.7483343482004616,0.7199468093753599,8.359375,9.109375,0.00016887991848314472,0.001313931404469039
34,9,7,rank,1,['Andy Richter'],['Andy Richter'],['Andy Richter'],"['Andy Richter', 'Elaine Hendrix']","['Andy Richter', 'Elaine Hendrix']",False,0.23570226039551587,0.44362416107382546,0.6348915643721207,1.0,0.8801574241943924,8.459183673469388,6.744897959183673,0.0006320591041911834,0.00109909537626947
34,10,6,rank,1,['Whitney Leavitt'],['Elaine Hendrix'],['Elaine Hendrix'],"['Elaine Hendrix', 'Jordan Chiles']","['Elaine Hendrix', 'Jordan Chiles']",False,0.5640760748177662,0.45579567779960717,0.9975986661647226,0.9907000587476268,0.11634299756615939,1.5388888888888885,1.288888888888889,-7.451123338849627e-06,0.0030954591132083225
34,11,5,rank,0,[],[],[],[],[],False,1.0,0.5,0.41061838338617906,1.0,1.0,4.86,4.86,9.717536336781257e-06,6.770145095516375e-06
