celebrity_name,fan_share_mean,score,fan_rank,final_rank,season,method
Riker Lynch,0.16859164983492952,0.8816626833524392,1.0,2.0,20,dynamic
Robert Herjavec,0.09994185551412492,0.3147736189721491,6.0,8.0,20,dynamic
Rumer Willis,0.16203152351452468,0.8061470407657815,2.0,3.0,20,dynamic
Suzanne Somers,0.08207157686842662,0.25459775056626843,10.0,10.0,20,dynamic
Willow Shields,0.11325637776207965,0.7277834933603976,5.0,4.0,20,dynamic
Alek Skarlatos,0.12559371799577676,0.42322730970384304,4.0,8.0,21,dynamic
Alexa PenaVega,0.1171588041257283,0.704567169108554,5.0,4.0,21,dynamic
Andy Grammer,0.10470846223981568,0.6263447925198383,7.0,6.0,21,dynamic
Bindi Irwin,0.15542047642354206,0.9166175079741482,1.0,1.0,21,dynamic
Carlos PenaVega,0.1481425298466452,0.7922223725286629,2.0,2.0,21,dynamic
Chaka Khan,0.05597619139654278,0.01727875587386049,13.0,13.0,21,dynamic
Gary Busey,0.06773494749285129,0.14397939214353078,10.0,12.0,21,dynamic
Hayes Grier,0.1010632640626573,0.6403798924938185,8.0,5.0,21,dynamic
Kim Zolciak-Biermann,0.06623583170323347,0.23245012822997302,11.0,10.0,21,dynamic
Nick Carter,0.1433075298799764,0.7405532992245187,3.0,3.0,21,dynamic
Paula Deen,0.07520692049856151,0.1497185180571354,9.0,11.0,21,dynamic
Tamar Braxton,0.11184122749190333,0.616970591542035,6.0,7.0,21,dynamic
Victor Espinoza,0.06508850715825905,0.2722059336844883,12.0,9.0,21,dynamic
Antonio Brown,0.10967174112761408,0.4529715278853158,5.0,9.0,22,dynamic
Doug Flutie,0.08042144201041716,0.24236155716860477,10.0,10.0,22,dynamic
Geraldo Rivera,0.05907953153657458,0.0,12.0,12.0,22,dynamic
Ginger Zee,0.13944881049080687,0.6376237168679619,3.0,4.0,22,dynamic
Jodie Sweetin,0.10781913356781901,0.5985471666371391,6.0,5.0,22,dynamic
Kim Fields,0.0955818386429901,0.4926455594580189,8.0,8.0,22,dynamic
Marla Maples,0.08572965625290203,0.5755043876373473,9.0,6.0,22,dynamic
Mischa Barton,0.06576454972535693,0.1609341110906379,11.0,11.0,22,dynamic
Nyle DiMarco,0.14991817582725958,0.7769412476148249,2.0,3.0,22,dynamic
Paige VanZant,0.1601900614957646,0.8347260462249622,1.0,1.0,22,dynamic
Von Miller,0.09621038574978891,0.5057733946654682,7.0,7.0,22,dynamic
Wanya Morris,0.13015391367753631,0.7928121736518139,4.0,2.0,22,dynamic
Amber Rose,0.07820213421052466,0.2514541767909958,9.0,11.0,23,dynamic
Babyface,0.07591533395333949,0.433466333288631,10.0,6.0,23,dynamic
Calvin Johnson Jr.,0.13323033626112685,0.5738214962308241,3.0,5.0,23,dynamic
Jake T. Austin,0.06490062571206254,0.16726442679662723,12.0,12.0,23,dynamic
James Hinchcliffe,0.14370623520671602,0.8124261860371376,2.0,2.0,23,dynamic
Jana Kramer,0.1324177621413768,0.5792803459074615,4.0,4.0,23,dynamic
Laurie Hernandez,0.14896748626126496,0.8605689260340678,1.0,1.0,23,dynamic
Marilu Henner,0.10124752752938478,0.39797644979278674,6.0,7.0,23,dynamic
Maureen McCormick,0.08837347647958861,0.3374144291809674,8.0,9.0,23,dynamic
Rick Perry,0.06011170142947995,0.0,13.0,13.0,23,dynamic
Ryan Lochte,0.09129713942592811,0.27635462093953067,7.0,10.0,23,dynamic
Terra Jole,0.12164729463951622,0.6019513359038304,5.0,3.0,23,dynamic
Vanilla Ice,0.07468933492785698,0.3477986602546582,11.0,8.0,23,dynamic
Bonner Bolton,0.09907519981253132,0.2395588336708486,7.0,9.0,24,dynamic
Charo,0.07386309029508979,0.22978454161773132,10.0,10.0,24,dynamic
Chris Kattan,0.06074704182142698,0.0,12.0,12.0,24,dynamic
David Ross,0.1328392023317865,0.2963638627387275,4.0,8.0,24,dynamic
Erika Jayne,0.08737160417735552,0.38520972920433505,9.0,6.0,24,dynamic
Heather Morris,0.11073224942513128,0.7989239408831411,6.0,3.0,24,dynamic
Mr. T,0.07015841185721888,0.06757424625264737,11.0,11.0,24,dynamic
Nancy Kerrigan,0.11160674949001706,0.6617311873979453,5.0,5.0,24,dynamic
Nick Viall,0.0944503098923511,0.303193849921958,8.0,7.0,24,dynamic
Normani,0.1719280054635238,0.8588189181667067,1.0,1.0,24,dynamic
Rashad Jennings,0.17018324533016724,0.7917078049989351,2.0,4.0,24,dynamic
Simone Biles,0.1433917705748703,0.806715575378987,3.0,2.0,24,dynamic
Barbara Corcoran,0.05355403118914689,0.0,13.0,13.0,25,dynamic
Debbie Gibson,0.072480418911861,0.46599425331681976,12.0,7.0,25,dynamic
Derek Fisher,0.0760166994085031,0.3504658607824223,10.0,10.0,25,dynamic
Drew Scott,0.11418418274883284,0.3359439547685764,5.0,11.0,25,dynamic
Frankie Muniz,0.1307524077271375,0.6021248896753835,3.0,5.0,25,dynamic
Jordan Fisher,0.15238846269139686,0.9336334032902608,1.0,1.0,25,dynamic
Lindsey Stirling,0.14477717527850342,0.8038161101617511,2.0,2.0,25,dynamic
Nick Lachey,0.07384507522376696,0.1971094581867933,11.0,12.0,25,dynamic
Nikki Bella,0.09250843770591936,0.47896973077604,8.0,6.0,25,dynamic
Sasha Pieterse,0.080005986740386,0.3779287542967219,9.0,8.0,25,dynamic
Terrell Owens,0.09665636165772816,0.35351415442115786,7.0,9.0,25,dynamic
Vanessa Lachey,0.09843402349084603,0.6148445219227314,6.0,3.0,25,dynamic
Victoria Arlen,0.11887705678017231,0.6028829781752881,4.0,4.0,25,dynamic
Adam Rippon,0.2131298403801012,1.0,1.0,1.0,26,dynamic
Arike Ogunbowale,0.09979355253875201,0.39083308006584105,7.0,6.0,26,dynamic
Chris Mazdzer,0.12749630676038007,0.4916558959949318,5.0,4.0,26,dynamic
Jamie Anderson,0.0877055465079585,0.224326266232487,8.0,8.0,26,dynamic
Jennie Finch Daigle,0.11230048302979505,0.3002312289974587,6.0,7.0,26,dynamic
Johnny Damon,0.08438947588737751,0.11381550136096205,10.0,9.0,26,dynamic
Josh Norman,0.19004619293967148,0.6690480843068085,2.0,3.0,26,dynamic
Kareem Abdul-Jabbar,0.08679211311555907,0.0,9.0,10.0,26,dynamic
Mirai Nagasu,0.1445129479527774,0.7982177643857419,4.0,2.0,26,dynamic
Tonya Harding,0.17227507494702343,0.48692819080070415,3.0,5.0,26,dynamic
Alexis Ren,0.13277361945041713,0.7719855181936036,3.0,5.0,27,dynamic
Bobby Bones,0.10452921494069484,0.29991942354021384,5.0,10.0,27,dynamic
Danelle Umstead,0.06485877506863647,0.20750092785200544,12.0,11.0,27,dynamic
DeMarcus Ware,0.10294245177143162,0.686277421211699,6.0,6.0,27,dynamic
Evanna Lynch,0.13525878056904958,0.772383696783844,2.0,4.0,27,dynamic
Joe Amabile,0.08311752056510145,0.0524847709239664,10.0,13.0,27,dynamic
John Schneider,0.09045411990072726,0.3750190823985909,9.0,9.0,27,dynamic
Juan Pablo Di Pace,0.121835012201276,0.9046566146603824,4.0,1.0,27,dynamic
Mary Lou Retton,0.09517153426893032,0.6021370525181154,7.0,7.0,27,dynamic
Milo Manheim,0.14302762572441513,0.8766892935418218,1.0,2.0,27,dynamic
Nancy McKeon,0.07649232912530207,0.4056433181540992,11.0,8.0,27,dynamic
Nikki Glaser,0.0621578780571709,0.16747943551038066,13.0,12.0,27,dynamic
Tinashe,0.09347973720468662,0.7936022710204114,8.0,3.0,27,dynamic
Ally Brooke,0.15097093417325036,0.877081595519451,1.0,1.0,28,dynamic
Hannah Brown,0.13747218566789535,0.7234256995924929,3.0,5.0,28,dynamic
James Van Der Beek,0.12972352924178265,0.7971514059719035,5.0,2.0,28,dynamic
Karamo Brown,0.09546407696166623,0.4897537827023533,8.0,8.0,28,dynamic
Kate Flannery,0.10393603340184143,0.6135119786619919,7.0,6.0,28,dynamic
Kel Mitchell,0.14481506216579454,0.7644522708485979,2.0,4.0,28,dynamic
Lamar Odom,0.06873373238318442,0.010836760485216432,12.0,12.0,28,dynamic
Lauren Alaina,0.13188585599556363,0.6111002888335317,4.0,7.0,28,dynamic
Mary Wilson,0.07329538444358917,0.33333364719003644,11.0,9.0,28,dynamic
Ray Lewis,0.07479819374714641,0.31062467661734283,10.0,10.0,28,dynamic
Sailor Brinkley-Cook,0.10398296948196402,0.769108080252941,6.0,3.0,28,dynamic
Sean Spicer,0.08793595342247146,0.09591885161807051,9.0,11.0,28,dynamic
AJ McLean,0.09000744195809558,0.5969573369850981,7.0,5.0,29,dynamic
Anne Heche,0.06233733220595889,0.3711909172129921,13.0,12.0,29,dynamic
Carole Baskin,0.050939512402179775,0.1073968463429724,14.0,14.0,29,dynamic
Charles Oakley,0.047590561502446574,0.01500455805495444,15.0,15.0,29,dynamic
Chrishell Stause,0.07756058509689248,0.41413513381051026,10.0,11.0,29,dynamic
Jeannie Mai,0.0778631861633328,0.5462562942462078,9.0,8.0,29,dynamic
Jesse Metcalfe,0.06720404833564932,0.4489563840613462,12.0,10.0,29,dynamic
Johnny Weir,0.10409529576318581,0.6996258267637684,4.0,4.0,29,dynamic
Justina Machado,0.11868561345678703,0.7133389441245144,3.0,3.0,29,dynamic
Kaitlyn Bristowe,0.1252943092497303,0.8397835987560619,2.0,2.0,29,dynamic
Monica Aldama,0.07862540341273998,0.5963570633364081,8.0,6.0,29,dynamic
Nelly,0.09857113798163696,0.32401575833440854,5.0,13.0,29,dynamic
Nev Schulman,0.12974949453550264,0.8968841594705846,1.0,1.0,29,dynamic
Skai Jackson,0.09746003519916946,0.5534827046245763,6.0,7.0,29,dynamic
Veron Davis,0.07163326112869943,0.4516880570936588,11.0,9.0,29,dynamic
Amanda Kloots,0.11888206078864787,0.8029827583943563,2.0,2.0,30,dynamic
Brian Austin Green,0.05729149571132015,0.2986456946406328,14.0,14.0,30,dynamic
Christine Chiu,0.06431279452216711,0.530438418908174,12.0,7.0,30,dynamic
Cody Rigsby,0.10088813784827741,0.3625546943507375,4.0,13.0,30,dynamic
Iman Shumpert,0.11359437203077591,0.4939532170997366,3.0,9.0,30,dynamic
Jimmie Allen,0.08603065994856532,0.5187656124546913,8.0,8.0,30,dynamic
JoJo Siwa,0.13351183695800797,0.9529656234584024,1.0,1.0,30,dynamic
Kenya Moore,0.07150885461105505,0.4725553004580065,11.0,10.0,30,dynamic
Martin Kove,0.04240559930671594,0.0,15.0,15.0,30,dynamic
Matt James,0.06289641386574885,0.4323941954155235,13.0,12.0,30,dynamic
Melanie C,0.07978851443168442,0.7557037737124633,9.0,3.0,30,dynamic
Melora Hardin,0.09839369124295762,0.6765464000439374,6.0,5.0,30,dynamic
"Mike ""The Miz"" Mizanin",0.07509494036861643,0.46445182099114474,10.0,11.0,30,dynamic
Olivia Jade,0.0926479516589632,0.7335430182707137,7.0,4.0,30,dynamic
Suni Lee,0.10045581186697611,0.6684981085877988,5.0,6.0,30,dynamic
Charli D'Amelio,0.1334430817436612,0.9974879393375765,1.0,1.0,31,dynamic
Cheryl Ladd,0.05335979925162726,0.1998381014692955,14.0,14.0,31,dynamic
Daniel Durant,0.0925879931564969,0.5426018276665409,5.0,8.0,31,dynamic
Gabby Windey,0.12805424079995079,0.8707906936859782,2.0,2.0,31,dynamic
Heidi D'Amelio,0.08661524690043824,0.6466495582448071,7.0,5.0,31,dynamic
Jason Lewis,0.04061354363247699,0.020006965075175888,16.0,16.0,31,dynamic
Jessie James Decker,0.06954100301121052,0.39281030758392305,11.0,11.0,31,dynamic
Jordin Sparks,0.07737204796176243,0.5433979633331246,8.0,7.0,31,dynamic
Joseph Baena,0.06610199091685123,0.42515410186027286,12.0,10.0,31,dynamic
Sam Champion,0.058235846909516956,0.2904234873856472,13.0,12.0,31,dynamic
Selma Blair,0.07663629948641348,0.7164237228123461,9.0,4.0,31,dynamic
Shangela,0.10997999745631329,0.632564155844252,4.0,6.0,31,dynamic
Teresa Giudice,0.05019835124115404,0.2137505330619739,15.0,13.0,31,dynamic
Trevor Donovan,0.09149311317965651,0.5009837286234673,6.0,9.0,31,dynamic
Vinny Guadagnino,0.07028680573273816,0.17433078015710085,10.0,15.0,31,dynamic
Wayne Brady,0.1166705584586297,0.7729056607905527,3.0,3.0,31,dynamic
Adrian Peterson,0.07581830349390241,0.4250003628864012,11.0,7.0,32,dynamic
Alyson Hannigan,0.10675763571453492,0.2773031716888928,5.0,10.0,32,dynamic
Ariana Madix,0.13696557301634915,0.8368351788495055,3.0,3.0,32,dynamic
Barry Williams,0.08783983365772238,0.31677836786117464,7.0,9.0,32,dynamic
Charity Lawson,0.13798349787254532,0.8399906522233245,2.0,2.0,32,dynamic
Harry Jowsey,0.08673703834600295,0.14852374324817344,8.0,13.0,32,dynamic
Jamie Lynn Spears,0.06814805865711128,0.3675578627874294,12.0,8.0,32,dynamic
Jason Mraz,0.1360035003893118,0.8354283843961816,4.0,4.0,32,dynamic
Lele Pons,0.10002654575380812,0.693076583275882,6.0,5.0,32,dynamic
Matt Walsh,0.05299195588545962,0.0,14.0,14.0,32,dynamic
Mauricio Umansky,0.0774110096832943,0.2724308738695628,10.0,11.0,32,dynamic
Mira Sorvino,0.0812843916223365,0.470350810231351,9.0,6.0,32,dynamic
Tyson Beckford,0.06247495783036958,0.23166800816585195,13.0,12.0,32,dynamic
Xochitl Gomez,0.14279779195904865,0.937135918259877,1.0,1.0,32,dynamic
Anna Delvey,0.06449914173294612,0.23120696872828583,11.0,11.0,33,dynamic
Brooks Nader,0.08214759707826363,0.44198793145991105,9.0,9.0,33,dynamic
Chandler Kinney,0.15493039977368,0.9374934470151712,1.0,1.0,33,dynamic
Danny Amendola,0.12407427718484199,0.5061495912492674,5.0,5.0,33,dynamic
Dwight Howard,0.10571583168899223,0.44856441940448427,7.0,8.0,33,dynamic
Eric Roberts,0.062100460506288625,0.051285695647370545,12.0,13.0,33,dynamic
Ilona Maher,0.12518487124765526,0.45812682106913694,4.0,6.0,33,dynamic
Jenn Tran,0.10763644809258917,0.6177259270945018,6.0,3.0,33,dynamic
Joey Graziadei,0.15118663779128874,0.8595905759412086,2.0,2.0,33,dynamic
Phaedra Parks,0.09221688965415871,0.45365729810075817,8.0,7.0,33,dynamic
Reginald VelJohnson,0.06196215970828444,0.05438456217147856,13.0,12.0,33,dynamic
Stephen Nedoroscik,0.13198337453364298,0.5466411243721055,3.0,4.0,33,dynamic
Tori Spelling,0.06853673207403942,0.3135008751773563,10.0,10.0,33,dynamic
Alix Earle,0.1280222190478655,0.8496941345808257,1.0,2.0,34,dynamic
Andy Richter,0.07603181046547677,0.06761525974417912,11.0,13.0,34,dynamic
Baron Davis,0.06255905995675014,0.3371553448739539,13.0,12.0,34,dynamic
Corey Feldman,0.04981754904751609,0.0,14.0,14.0,34,dynamic
Danielle Fishel,0.08659057135000264,0.46942905735670765,7.0,10.0,34,dynamic
Dylan Efron,0.11258486191505282,0.5974995003610224,5.0,6.0,34,dynamic
Elaine Hendrix,0.1107761185050238,0.5417912194776484,6.0,7.0,34,dynamic
Hilaria Baldwin,0.08273642378690133,0.7348582037691243,9.0,5.0,34,dynamic
Jen Affleck,0.08507521011644814,0.5061570706333339,8.0,9.0,34,dynamic
Jordan Chiles,0.12275578111682041,0.7520717636807231,3.0,4.0,34,dynamic
Lauren Jauregui,0.07116616267681303,0.5290326755560474,12.0,8.0,34,dynamic
Robert Irwin,0.12738045766604955,0.8376754450492014,2.0,3.0,34,dynamic
Scott Hoying,0.07689736572887351,0.36421489955529807,10.0,11.0,34,dynamic
Whitney Leavitt,0.11801672478768,0.9289820185923381,4.0,1.0,34,dynamic
