celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct,season_weeks,vote_share_hat,total_votes_hat,votes_hat
Adam Rippon,26,3,41.0,10.25,4,10.5,10.5,9.5,10.5,1,,False,Athlete,Sports,28,26-35,Jenna Johnson,1,United States,Pennsylvania,1,1.0,0.1666666666666666,4.0,0.947789876667374,1323932.44212597,1254809.7660385084
Josh Norman,26,3,38.0,9.5,4,9.5,9.5,9.5,9.5,2,,False,Athlete,Sports,30,26-35,Sharna Burgess,10,United States,South Carolina,1,2.0,0.3333333333333333,4.0,0.047187679388007886,1323932.44212597,62473.29961042258
Tonya Harding,26,3,35.0,8.75,4,8.5,9.5,8.5,8.5,3,,False,Athlete,Sports,47,46-55,Sasha Farber,4,United States,Oregon,1,3.0,0.5833333333333334,4.0,0.002449336219811593,1323932.44212597,3242.755683082754
Mirai Nagasu,26,3,35.0,8.75,4,9.0,9.0,8.0,9.0,4,3.0,True,Athlete,Sports,25,≤25,Alan Bersten,1,United States,California,1,3.0,0.5833333333333334,4.0,0.002249336219811593,1323932.44212597,2977.9691946575604
Chris Mazdzer,26,3,33.0,8.25,4,8.0,9.0,7.0,9.0,5,3.0,True,Athlete,Sports,29,26-35,Witney Carson,8,United States,Massachusetts,1,5.0,0.8333333333333334,4.0,0.00031794808272623485,1323932.44212597,420.94178163301405
Jennie Finch Daigle,26,3,29.0,7.25,4,7.0,8.0,7.0,7.0,6,3.0,True,Athlete,Sports,37,36-45,Keo Motsepe,6,United States,California,1,6.0,1.0,4.0,5.82342226857909e-06,1323932.44212597,7.709817665570672
Adam Rippon,26,4,29.0,9.666666666666666,3,9.5,9.5,10.0,,1,,False,Athlete,Sports,28,26-35,Jenna Johnson,1,United States,Pennsylvania,1,1.0,0.3333333333333333,4.0,0.506480391055654,1544587.849146965,782303.4578557663
Josh Norman,26,4,28.5,9.5,3,9.5,9.5,9.5,,2,,False,Athlete,Sports,30,26-35,Sharna Burgess,10,United States,South Carolina,1,2.0,0.6666666666666666,4.0,0.3071958857184984,1544587.849146965,474491.03238873224
Tonya Harding,26,4,28.0,9.333333333333334,3,9.0,9.5,9.5,,3,,False,Athlete,Sports,47,46-55,Sasha Farber,4,United States,Oregon,1,3.0,1.0,4.0,0.1863237232258476,1544587.849146965,287793.3589024663
Joe Amabile,27,1,14.0,4.666666666666667,3,5.0,4.0,5.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,13.0,1.0,9.0,0.3890888988888889,741004.1618081683,288316.4933900243
Tinashe,27,1,23.0,7.666666666666667,3,8.0,7.0,8.0,,10,4.0,False,Singer/Rapper,Entertainment,25,≤25,Brandon Armstrong,0,United States,Kentucky,1,1.0,0.1153846153846153,9.0,0.26024070502359503,741004.1618081683,192839.4454943758
DeMarcus Ware,27,1,23.0,7.666666666666667,3,8.0,7.0,8.0,,7,7.0,False,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,1.0,0.1153846153846153,9.0,0.26024070502359486,741004.1618081683,192839.4454943757
Alexis Ren,27,1,22.0,7.333333333333333,3,7.0,7.5,7.5,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,3.0,0.2692307692307692,9.0,0.045214805531960535,741004.1618081683,33504.35907452975
Juan Pablo Di Pace,27,1,22.0,7.333333333333333,3,7.0,7.0,8.0,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,3.0,0.2692307692307692,9.0,0.045214805531960535,741004.1618081683,33504.35907452975
Bobby Bones,27,1,20.0,6.666666666666667,3,7.0,6.0,7.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,5.0,0.4615384615384615,9.0,1.0000000022492012e-08,741004.1618081683,0.007410041634748357
Danelle Umstead,27,1,18.0,6.0,3,6.0,6.0,6.0,,12,2.0,False,Athlete,Sports,46,46-55,Artem Chigvintsev,7,United States,New Mexico,1,9.0,0.7692307692307693,9.0,1.0000000019889927e-08,741004.1618081683,0.007410041632820202
Evanna Lynch,27,1,18.0,6.0,3,7.0,5.0,6.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,9.0,0.7692307692307693,9.0,1.000000001642048e-08,741004.1618081683,0.007410041630249327
Milo Manheim,27,1,20.0,6.666666666666667,3,7.0,6.0,7.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,5.0,0.4615384615384615,9.0,1.0000000012083671e-08,741004.1618081683,0.007410041627035733
Mary Lou Retton,27,1,20.0,6.666666666666667,3,6.5,7.0,6.5,,9,6.0,False,Athlete,Sports,50,46-55,Sasha Farber,5,United States,West Virginia,1,5.0,0.4615384615384615,9.0,1.0000000005144777e-08,741004.1618081683,0.007410041621893984
John Schneider,27,1,18.0,6.0,3,7.0,5.0,6.0,,8,7.0,False,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,9.0,0.7692307692307693,9.0,9.999999999999995e-09,741004.1618081683,0.00741004161808168
Nikki Glaser,27,1,17.5,5.833333333333333,3,6.0,5.5,6.0,,13,1.0,True,Comedian,Entertainment,34,26-35,Gleb Savchenko,5,United States,Ohio,1,12.0,0.9230769230769232,9.0,9.999999999999995e-09,741004.1618081683,0.00741004161808168
Nancy McKeon,27,1,19.5,6.5,3,6.5,6.5,6.5,,11,3.0,False,Actor/Actress,Entertainment,52,46-55,Valentin Chmerkovskiy,13,United States,New York,1,8.0,0.6153846153846154,9.0,9.999999999999995e-09,741004.1618081683,0.00741004161808168
Tinashe,27,2,26.0,8.666666666666666,3,9.0,8.0,9.0,,10,4.0,False,Singer/Rapper,Entertainment,25,≤25,Brandon Armstrong,0,United States,Kentucky,1,1.0,0.1666666666666666,9.0,0.2686332527935514,810473.301977684,217720.07941259549
Juan Pablo Di Pace,27,2,26.0,8.666666666666666,3,9.0,8.0,9.0,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,1.0,0.1666666666666666,9.0,0.2686332527935514,810473.301977684,217720.07941259549
Milo Manheim,27,2,26.0,8.666666666666666,3,9.0,8.0,9.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,1.0,0.1666666666666666,9.0,0.2686332527935514,810473.301977684,217720.07941259549
Joe Amabile,27,2,17.5,5.833333333333333,3,5.5,6.0,6.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,12.0,1.0,9.0,0.11784706882352933,810473.301977684,95511.9029977972
Alexis Ren,27,2,24.5,8.166666666666666,3,8.0,8.5,8.0,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,4.0,0.3333333333333333,9.0,0.047163576563655496,810473.301977684,38224.819630623184
Evanna Lynch,27,2,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,5.0,0.4166666666666667,9.0,0.022135055739602554,810473.301977684,17939.871714735767
DeMarcus Ware,27,2,23.5,7.833333333333333,3,8.0,7.5,8.0,,7,7.0,False,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,6.0,0.5,9.0,0.00695449049255834,810473.301977684,5636.428873076168
Nancy McKeon,27,2,20.5,6.833333333333333,3,7.0,6.5,7.0,,11,3.0,False,Actor/Actress,Entertainment,52,46-55,Valentin Chmerkovskiy,13,United States,New York,1,9.0,0.75,9.0,1.0000000009047909e-08,810473.301977684,0.008104733027109928
Bobby Bones,27,2,19.5,6.5,3,7.0,6.0,6.5,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,10.0,0.8333333333333334,9.0,1.0000000002651116e-08,810473.301977684,0.008104733021925499
John Schneider,27,2,21.5,7.166666666666667,3,7.5,6.5,7.5,,8,7.0,False,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,8.0,0.6666666666666666,9.0,1.0000000002542696e-08,810473.301977684,0.008104733021837627
Danelle Umstead,27,2,18.5,6.166666666666667,3,6.5,6.0,6.0,,12,2.0,True,Athlete,Sports,46,46-55,Artem Chigvintsev,7,United States,New Mexico,1,11.0,0.9166666666666666,9.0,9.999999999999999e-09,810473.301977684,0.00810473301977684
Mary Lou Retton,27,2,23.0,7.666666666666667,3,8.0,7.5,7.5,,9,6.0,False,Athlete,Sports,50,46-55,Sasha Farber,5,United States,West Virginia,1,7.0,0.5833333333333334,9.0,9.999999999999999e-09,810473.301977684,0.00810473301977684
Juan Pablo Di Pace,27,3,30.0,10.0,3,10.0,10.0,10.0,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,1.0,0.0909090909090909,9.0,0.5829332333333332,879942.4421471999,512947.6929480968
Joe Amabile,27,3,18.0,6.0,3,6.0,6.0,6.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,11.0,1.0,9.0,0.33353334333333323,879942.4421471999,293490.14467025374
John Schneider,27,3,21.0,7.0,3,7.0,7.0,7.0,,8,7.0,False,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,10.0,0.9090909090909092,9.0,0.08353334333333325,879942.4421471999,73504.53413345378
Tinashe,27,3,27.0,9.0,3,9.0,9.0,9.0,,10,4.0,False,Singer/Rapper,Entertainment,25,≤25,Brandon Armstrong,0,United States,Kentucky,1,2.0,0.2727272727272727,9.0,1.0000000133514315e-08,879942.4421471999,0.00879942453895691
DeMarcus Ware,27,3,26.0,8.666666666666666,3,9.0,8.0,9.0,,7,7.0,False,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,5.0,0.5,9.0,1.0000000078003163e-08,879942.4421471999,0.008799424490110293
Mary Lou Retton,27,3,24.0,8.0,3,8.0,8.0,8.0,,9,6.0,False,Athlete,Sports,50,46-55,Sasha Farber,5,United States,West Virginia,1,7.0,0.6363636363636364,9.0,1.0000000047211822e-08,879942.4421471999,0.008799424463015685
Evanna Lynch,27,3,27.0,9.0,3,9.0,9.0,9.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,2.0,0.2727272727272727,9.0,1.000000000167533e-08,879942.4421471999,0.008799424422946194
Milo Manheim,27,3,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,2.0,0.2727272727272727,9.0,1.000000000167533e-08,879942.4421471999,0.008799424422946194
Bobby Bones,27,3,23.0,7.666666666666667,3,8.0,7.0,8.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,8.0,0.7272727272727273,9.0,1.0000000000049027e-08,879942.4421471999,0.00879942442151514
Alexis Ren,27,3,26.0,8.666666666666666,3,9.0,8.0,9.0,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,5.0,0.5,9.0,9.999999999999995e-09,879942.4421471999,0.008799424421471995
Nancy McKeon,27,3,22.0,7.333333333333333,3,8.0,7.0,7.0,,11,3.0,True,Actor/Actress,Entertainment,52,46-55,Valentin Chmerkovskiy,13,United States,New York,1,9.0,0.8181818181818182,9.0,9.999999999999995e-09,879942.4421471999,0.008799424421471995
Milo Manheim,27,4,29.0,9.666666666666666,3,10.0,9.0,10.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,1.0,0.1,9.0,0.8828172597849493,949411.5823167155,838156.9315089356
Tinashe,27,4,26.0,8.666666666666666,3,9.0,8.0,9.0,,10,4.0,True,Singer/Rapper,Entertainment,25,≤25,Brandon Armstrong,0,United States,Kentucky,1,2.0,0.25,9.0,0.04395288326924358,949411.5823167155,41729.376452034434
Mary Lou Retton,27,4,26.0,8.666666666666666,3,9.0,8.0,9.0,,9,6.0,False,Athlete,Sports,50,46-55,Sasha Farber,5,United States,West Virginia,1,2.0,0.25,9.0,0.04395288326924358,949411.5823167155,41729.376452034434
Alexis Ren,27,4,25.0,8.333333333333334,3,8.0,8.0,9.0,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,4.0,0.4,9.0,0.01616936213496296,949411.5823167155,15351.379689607169
Juan Pablo Di Pace,27,4,24.0,8.0,3,8.0,8.0,8.0,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,5.0,0.55,9.0,0.005948375906308855,949411.5823167155,5647.456981423316
Evanna Lynch,27,4,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,5.0,0.55,9.0,0.005948375906308855,949411.5823167155,5647.456981423316
DeMarcus Ware,27,4,22.0,7.333333333333333,3,7.0,7.0,8.0,,7,7.0,False,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,7.0,0.7,9.0,0.0008050251380781516,949411.5823167155,764.3001901475103
John Schneider,27,4,21.0,7.0,3,7.0,7.0,7.0,,8,7.0,False,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,8.0,0.8,9.0,0.0002961521979251536,949411.5823167155,281.1703268386932
Bobby Bones,27,4,20.0,6.666666666666667,3,7.0,6.0,7.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,9.0,0.9,9.0,0.00010894830507439989,949411.5823167155,103.43678271141025
Joe Amabile,27,4,15.0,5.0,3,5.0,5.0,5.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,10.0,1.0,9.0,7.340879052315006e-07,949411.5823167155,0.6969515596654021
Alexis Ren,27,5,29.0,9.666666666666666,3,10.0,9.0,10.0,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,1.0,0.1666666666666666,9.0,0.45100801595012435,1018880.7224862314,459523.37313834444
Juan Pablo Di Pace,27,5,29.0,9.666666666666666,3,10.0,9.0,10.0,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,1.0,0.1666666666666666,9.0,0.45100801595012435,1018880.7224862314,459523.37313834444
Milo Manheim,27,5,27.0,9.0,3,9.0,8.0,10.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,3.0,0.3333333333333333,9.0,0.06103729758059282,1018880.7224862314,62189.72585752152
DeMarcus Ware,27,5,26.0,8.666666666666666,3,9.0,8.0,9.0,,7,7.0,False,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,4.0,0.4444444444444444,9.0,0.022454366924563516,1018880.7224862314,22878.32159507021
Mary Lou Retton,27,5,25.0,8.333333333333334,3,9.0,8.0,8.0,,9,6.0,False,Athlete,Sports,50,46-55,Sasha Farber,5,United States,West Virginia,1,5.0,0.5555555555555556,9.0,0.008260499956066944,1018880.7224862314,8416.46416333497
John Schneider,27,5,24.0,8.0,3,8.0,8.0,8.0,,8,7.0,False,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,6.0,0.7222222222222222,9.0,0.003038868107634631,1018880.7224862314,3096.2441330471393
Evanna Lynch,27,5,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,6.0,0.7222222222222222,9.0,0.003038868107634631,1018880.7224862314,3096.2441330471393
Bobby Bones,27,5,21.0,7.0,3,7.0,7.0,7.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,8.0,0.8888888888888888,9.0,0.0001512963342357267,1018880.7224862314,154.15291833561557
Joe Amabile,27,5,17.0,5.666666666666667,3,6.0,5.0,6.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,9.0,1.0,9.0,2.7710890230508005e-06,1018880.7224862314,2.823409185879665
John Schneider,27,6,19.0,6.333333333333333,3,6.0,7.0,6.0,,8,7.0,False,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,9.0,1.0,9.0,0.4547454645454547,1088349.862655747,494922.1638813695
Bobby Bones,27,6,22.0,7.333333333333333,3,8.0,7.0,7.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,7.0,0.8333333333333334,9.0,0.18201819181818202,1088349.862655747,198099.4740661658
Joe Amabile,27,6,22.0,7.333333333333333,3,8.0,7.0,7.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,7.0,0.8333333333333334,9.0,0.1820181918181818,1088349.862655747,198099.47406616557
Juan Pablo Di Pace,27,6,30.0,10.0,3,10.0,10.0,10.0,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,1.0,0.1666666666666666,9.0,0.09060905590909067,1088349.862655747,98614.35355402573
Milo Manheim,27,6,30.0,10.0,3,10.0,10.0,10.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,1.0,0.1666666666666666,9.0,0.09060905590909067,1088349.862655747,98614.35355402573
Mary Lou Retton,27,6,24.0,8.0,3,8.0,8.0,8.0,,9,6.0,True,Athlete,Sports,50,46-55,Sasha Farber,5,United States,West Virginia,1,6.0,0.6666666666666666,9.0,1.0000000180135011e-08,1088349.862655747,0.010883498822607385
DeMarcus Ware,27,6,26.0,8.666666666666666,3,8.0,9.0,9.0,,7,7.0,False,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,5.0,0.5555555555555556,9.0,1.0000000013818398e-08,1088349.862655747,0.010883498641596722
Alexis Ren,27,6,27.0,9.0,3,9.0,9.0,9.0,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,4.0,0.4444444444444444,9.0,1.0000000001675334e-08,1088349.862655747,0.01088349862838082
Evanna Lynch,27,6,29.0,9.666666666666666,3,10.0,9.0,10.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,3.0,0.3333333333333333,9.0,9.999999999999999e-09,1088349.862655747,0.010883498626557467
Joe Amabile,27,7,23.5,7.833333333333333,3,8.0,7.5,8.0,,6,8.0,False,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,8.0,1.0,9.0,0.5835333433333332,1157819.002825263,675625.9936934917
Evanna Lynch,27,7,29.5,9.833333333333334,3,10.0,9.5,10.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,1.0,0.125,9.0,0.25800800681904545,1157819.002825263,298726.57317616086
Bobby Bones,27,7,26.5,8.833333333333334,3,9.0,8.5,9.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,6.0,0.8125,9.0,0.0835333433333336,1157819.002825263,96716.49228086065
Milo Manheim,27,7,29.0,9.666666666666666,3,10.0,9.0,10.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,2.0,0.25,9.0,0.07492526651428777,1157819.002825263,86749.89736198973
John Schneider,27,7,27.0,9.0,3,9.0,9.0,9.0,,8,7.0,True,Actor/Actress,Entertainment,58,>55,Emma Slater,9,United States,New York,1,5.0,0.625,9.0,1.000000000167533e-08,1157819.002825263,0.01157819003019236
DeMarcus Ware,27,7,26.5,8.833333333333334,3,9.0,8.5,9.0,,7,7.0,True,Athlete,Sports,36,36-45,Lindsay Arnold,7,United States,Alabama,1,6.0,0.8125,9.0,1.000000000167533e-08,1157819.002825263,0.01157819003019236
Alexis Ren,27,7,27.5,9.166666666666666,3,9.0,9.0,9.5,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,4.0,0.5,9.0,9.999999999999995e-09,1157819.002825263,0.011578190028252625
Juan Pablo Di Pace,27,7,28.0,9.333333333333334,3,9.5,9.0,9.5,,5,8.0,False,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,3.0,0.375,9.0,9.999999999999995e-09,1157819.002825263,0.011578190028252625
Juan Pablo Di Pace,27,8,30.0,10.0,3,10.0,10.0,10.0,,5,8.0,True,Actor/Actress,Entertainment,39,36-45,Cheryl Burke,20,Argentina,Unknown,0,1.0,0.1666666666666666,9.0,0.5496592848887168,1227288.142994779,674590.3230309115
Alexis Ren,27,8,29.0,9.666666666666666,3,9.5,9.5,10.0,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,2.0,0.4166666666666667,9.0,0.20220835055955577,1227288.142994779,248167.91105627446
Evanna Lynch,27,8,29.0,9.666666666666666,3,10.0,9.5,9.5,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,2.0,0.4166666666666667,9.0,0.20220835055955577,1227288.142994779,248167.91105627446
Milo Manheim,27,8,27.5,9.166666666666666,3,9.0,9.0,9.5,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,4.0,0.6666666666666666,9.0,0.04511878164370352,1227288.142994779,55373.74573768781
Joe Amabile,27,8,23.0,7.666666666666667,3,8.0,7.5,7.5,,6,8.0,True,TV Personality,Media,32,26-35,Jenna Johnson,2,United States,Illinois,1,5.0,0.8333333333333334,9.0,0.0005012243890896129,1227288.142994779,615.1467497094836
Bobby Bones,27,8,22.5,7.5,3,7.5,7.5,7.5,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,6.0,1.0,9.0,0.0003040079593785846,1227288.142994779,373.10536392137533
Evanna Lynch,27,9,30.0,10.0,3,10.0,10.0,10.0,,3,,False,Actor/Actress,Entertainment,27,26-35,Keo Motsepe,7,Ireland,Unknown,0,1.0,0.375,9.0,0.4399632276327001,1296757.2831642944,570525.5197571743
Milo Manheim,27,9,30.0,10.0,3,10.0,10.0,10.0,,2,,False,Actor/Actress,Entertainment,17,≤25,Witney Carson,9,United States,California,1,1.0,0.375,9.0,0.4399632276327001,1296757.2831642944,570525.5197571743
Alexis Ren,27,9,28.5,9.5,3,9.5,9.5,9.5,,4,,False,Social Media Personality,Media,21,≤25,Alan Bersten,2,United States,California,1,3.0,0.75,9.0,0.09816906544110447,1296757.2831642944,127301.45059218447
Bobby Bones,27,9,27.0,9.0,3,9.0,9.0,9.0,,1,,False,Radio Personality,Media,38,36-45,Sharna Burgess,11,United States,Arkansas,1,4.0,1.0,9.0,0.02190447929349533,1296757.2831642944,28404.793057761548
James Van Der Beek,28,1,21.0,7.0,3,7.0,7.0,7.0,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,1.0,0.0833333333333333,11.0,0.6217995670673454,735257.4611235597,457182.771009665
Hannah Brown,28,1,20.0,6.666666666666667,3,7.0,7.0,6.0,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,2.0,0.1666666666666666,11.0,0.2287472772533798,735257.4611235597,168188.14231224704
Lauren Alaina,28,1,19.0,6.333333333333333,3,7.0,6.0,6.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,3.0,0.25,11.0,0.08415142052546234,735257.4611235597,61872.95980549246
Sailor Brinkley-Cook,28,1,18.0,6.0,3,6.0,6.0,6.0,,9,6.0,False,Model,Model,21,≤25,Valentin Chmerkovskiy,14,United States,New York,1,4.0,0.3333333333333333,11.0,0.030957577556690125,735257.4611235597,22761.789876867675
Mary Wilson,28,1,17.0,5.666666666666667,3,6.0,5.0,6.0,,12,2.0,False,Singer/Rapper,Entertainment,75,>55,Brandon Armstrong,1,United States,Nevada,1,5.0,0.4583333333333333,11.0,0.011388656331576747,735257.4611235597,8373.594539963873
Karamo Brown,28,1,17.0,5.666666666666667,3,6.0,5.0,6.0,,8,7.0,False,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,5.0,0.4583333333333333,11.0,0.011388656331576747,735257.4611235597,8373.594539963873
Ally Brooke,28,1,16.0,5.333333333333333,3,5.0,5.0,6.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,7.0,0.625,11.0,0.004189652526954062,735257.4611235597,3080.47327995815
Kel Mitchell,28,1,16.0,5.333333333333333,3,6.0,5.0,5.0,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,7.0,0.625,11.0,0.004189652526954062,735257.4611235597,3080.47327995815
Ray Lewis,28,1,15.0,5.0,3,5.0,5.0,5.0,,11,-1.0,False,Athlete,Sports,44,36-45,Cheryl Burke,21,United States,Florida,1,9.0,0.7916666666666666,11.0,0.0015412870303183816,735257.4611235597,1133.2427887745644
Kate Flannery,28,1,15.0,5.0,3,5.0,5.0,5.0,,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,9.0,0.7916666666666666,11.0,0.0015412870303183816,735257.4611235597,1133.2427887745644
Sean Spicer,28,1,12.0,4.0,3,4.0,4.0,4.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,11.0,0.9166666666666666,11.0,7.673616275296327e-05,735257.4611235597,56.42083620210804
Lamar Odom,28,1,11.0,3.6666666666666665,3,5.0,3.0,3.0,,10,4.0,False,Athlete,Sports,39,36-45,Peta Murgatroyd,11,United States,New York,1,12.0,1.0,11.0,2.822965667120097e-05,735257.4611235597,20.756065692456986
Hannah Brown,28,2,24.0,8.0,3,8.0,8.0,8.0,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,1.0,0.0833333333333333,11.0,0.7495998899999997,790401.7707078268,592485.080378392
Lamar Odom,28,2,12.0,4.0,3,4.0,4.0,4.0,,10,4.0,False,Athlete,Sports,39,36-45,Peta Murgatroyd,11,United States,New York,1,12.0,1.0,11.0,0.25020000999999975,790401.7707078268,197758.5309351158
Ray Lewis,28,2,15.0,5.0,3,5.0,5.0,5.0,,11,-1.0,False,Athlete,Sports,44,36-45,Cheryl Burke,21,United States,Florida,1,10.0,0.875,11.0,0.00020000999999998748,790401.7707078268,158.08825815926255
Kel Mitchell,28,2,20.0,6.666666666666667,3,7.0,6.0,7.0,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,3.0,0.3333333333333333,11.0,1.0000000095350398e-08,790401.7707078268,0.007904017782443392
Karamo Brown,28,2,19.0,6.333333333333333,3,7.0,5.0,7.0,,8,7.0,False,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,6.0,0.5416666666666666,11.0,1.0000000084942057e-08,790401.7707078268,0.00790401777421662
Sean Spicer,28,2,16.0,5.333333333333333,3,6.0,5.0,5.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,9.0,0.75,11.0,1.0000000053391774e-08,790401.7707078268,0.007904017749279221
Mary Wilson,28,2,15.0,5.0,3,5.0,5.0,5.0,,12,2.0,True,Singer/Rapper,Entertainment,75,>55,Brandon Armstrong,1,United States,Nevada,1,10.0,0.875,11.0,1.0000000023467794e-08,790401.7707078268,0.007904017725627254
James Van Der Beek,28,2,20.0,6.666666666666667,3,7.0,6.0,7.0,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,3.0,0.3333333333333333,11.0,1.0000000022492012e-08,790401.7707078268,0.007904017724855994
