season,week,celebrity_name,partner,celebrity_industry,industry_category,home_state,home_country,age,age_group,judge_total,judge_mean,judge_count,p_survive_next,vote_share_hat,total_votes_hat,votes_hat,placement,elimination_week
31,6,Jessie James Decker,Alan Bersten,Singer/Rapper,Entertainment,Unknown,Italy,34,26-35,32.0,8.0,4,0.742360788070059,0.08270251283222713,1133333.3333333333,93729.51454319074,10,6.0
31,6,Vinny Guadagnino,Koko Iwasaki,TV Personality,Media,New York,United States,34,26-35,28.0,7.0,4,0.8605944003910796,0.07945138496533136,1133333.3333333333,90044.90296070886,7,8.0
31,7,Charli D'Amelio,Mark Ballas,Social Media Personality,Media,Connecticut,United States,18,≤25,39.0,9.75,4,0.9619742611419672,0.13323324171662765,1200000.0,159879.89005995318,1,
31,7,Trevor Donovan,Emma Slater,Actor/Actress,Entertainment,California,United States,39,36-45,39.0,9.75,4,0.9615429408373573,0.13320451171349673,1200000.0,159845.41405619608,6,9.0
31,7,Wayne Brady,Witney Carson,Comedian,Entertainment,Georgia,United States,50,46-55,38.0,9.5,4,0.9662799736001495,0.1280996918317869,1200000.0,153719.6301981443,3,
31,7,Daniel Durant,Britt Stewart,Actor/Actress,Entertainment,Michigan,United States,32,26-35,36.5,9.125,4,0.9593882439436319,0.11857438884064038,1200000.0,142289.26660876846,5,9.0
31,7,Shangela,Gleb Savchenko,TV Personality,Media,Texas,United States,40,36-45,36.5,9.125,4,0.9487051144922501,0.1179427046607556,1200000.0,141531.24559290672,4,
31,7,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Media,Illinois,United States,31,26-35,35.5,8.875,4,0.8558303968871218,0.10689884876975737,1200000.0,128278.61852370885,2,
31,7,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Media,Louisiana,United States,50,46-55,35.0,8.75,4,0.7309562254675886,0.09793769208509327,1200000.0,117525.23050211192,8,8.0
31,7,Vinny Guadagnino,Koko Iwasaki,TV Personality,Media,New York,United States,34,26-35,31.5,7.875,4,0.7064505556589752,0.08513269266277439,1200000.0,102159.23119532927,7,8.0
31,7,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Entertainment,Arizona,United States,32,26-35,34.5,8.625,4,0.34838648907288144,0.07897622771906773,1200000.0,94771.47326288128,9,7.0
31,8,Wayne Brady,Witney Carson,Comedian,Entertainment,Georgia,United States,50,46-55,45.0,11.25,4,0.9647040421292608,0.14737184233738104,1266666.6666666665,186671.00029401598,3,
31,8,Charli D'Amelio,Mark Ballas,Social Media Personality,Media,Connecticut,United States,18,≤25,45.0,11.25,4,0.9328778567104945,0.14504526119402533,1266666.6666666665,183723.99751243208,1,
31,8,Shangela,Gleb Savchenko,TV Personality,Media,Texas,United States,40,36-45,42.0,10.5,4,0.9524176430048644,0.13791516463043224,1266666.6666666665,174692.54186521415,4,
31,8,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Media,Illinois,United States,31,26-35,40.0,10.0,4,0.9493630361932268,0.13155488885251884,1266666.6666666665,166636.19254652385,2,
31,8,Trevor Donovan,Emma Slater,Actor/Actress,Entertainment,California,United States,39,36-45,39.0,9.75,4,0.9155651662341748,0.12634581158012667,1266666.6666666665,160038.02800149377,6,9.0
31,8,Daniel Durant,Britt Stewart,Actor/Actress,Entertainment,Michigan,United States,32,26-35,39.0,9.75,4,0.9040429013469714,0.12562000935477927,1266666.6666666665,159118.6785160537,5,9.0
31,8,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Media,Louisiana,United States,50,46-55,35.0,8.75,4,0.5617600328300619,0.09683440213795318,1266666.6666666665,122656.90937474067,8,8.0
31,8,Vinny Guadagnino,Koko Iwasaki,TV Personality,Media,New York,United States,34,26-35,29.0,7.25,4,0.5832570993728897,0.08931261991278329,1266666.6666666665,113129.31855619216,7,8.0
31,9,Charli D'Amelio,Mark Ballas,Social Media Personality,Media,Connecticut,United States,18,≤25,40.0,10.0,4,0.9343619184090093,0.1989018202869635,1333333.3333333335,265202.4270492847,1,
31,9,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Media,Illinois,United States,31,26-35,40.0,10.0,4,0.9341138667009725,0.19887715284856827,1333333.3333333335,265169.5371314244,2,
31,9,Wayne Brady,Witney Carson,Comedian,Entertainment,Georgia,United States,50,46-55,36.5,9.125,4,0.9277783580138781,0.17339687603521267,1333333.3333333335,231195.83471361693,3,
31,9,Shangela,Gleb Savchenko,TV Personality,Media,Texas,United States,40,36-45,36.5,9.125,4,0.8549669830407561,0.16719776958400254,1333333.3333333335,222930.35944533674,4,
31,9,Daniel Durant,Britt Stewart,Actor/Actress,Entertainment,Michigan,United States,32,26-35,34.5,8.625,4,0.6050003187188301,0.1361893144403665,1333333.3333333335,181585.75258715535,5,9.0
31,9,Trevor Donovan,Emma Slater,Actor/Actress,Entertainment,California,United States,39,36-45,32.5,8.125,4,0.5683029588701237,0.12543706680488653,1333333.3333333335,167249.4224065154,6,9.0
31,10,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Media,Illinois,United States,31,26-35,40.0,10.0,4,0.956983256666722,0.3107534068145784,1400000.0,435054.7695404098,2,
31,10,Charli D'Amelio,Mark Ballas,Social Media Personality,Media,Connecticut,United States,18,≤25,40.0,10.0,4,0.9294053696684857,0.30649785286955866,1400000.0,429096.99401738215,1,
31,10,Wayne Brady,Witney Carson,Comedian,Entertainment,Georgia,United States,50,46-55,38.0,9.5,4,0.4540307467913749,0.197079153779165,1400000.0,275910.815290831,3,
31,10,Shangela,Gleb Savchenko,TV Personality,Media,Texas,United States,40,36-45,38.0,9.5,4,0.3347572141354495,0.185669586536698,1400000.0,259937.42115137717,4,
32,1,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,22.0,7.333333333333333,3,0.9910397377910262,0.08568933587374734,800000.0,68551.46869899788,4,
32,1,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,21.0,7.0,3,0.9892201887806552,0.0837250073018262,800000.0,66980.00584146095,3,
32,1,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,21.0,7.0,3,0.9886654505169442,0.08370178778957311,800000.0,66961.4302316585,2,
32,1,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,19.0,6.333333333333333,3,0.9808097478513648,0.07883204010347006,800000.0,63065.63208277604,8,7.0
32,1,Adrian Peterson,Britt Stewart,Athlete,Sports,Texas,United States,38,36-45,18.0,6.0,3,0.986030761085792,0.07648114141087152,800000.0,61184.91312869722,11,4.0
32,1,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,18.0,6.0,3,0.9822278746435215,0.07633585503366308,800000.0,61068.68402693047,1,
32,1,Mira Sorvino,Gleb Savchenko,Actor/Actress,Entertainment,New York,United States,55,46-55,17.0,5.666666666666667,3,0.978713140511102,0.07358727937288284,800000.0,58869.82349830627,10,5.0
32,1,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,16.0,5.333333333333333,3,0.9694143403660572,0.07068242548217428,800000.0,56545.94038573942,7,8.0
32,1,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Entertainment,Mississippi,United States,32,26-35,15.0,5.0,3,0.9621053241023104,0.06800826545898812,800000.0,54406.6123671905,13,2.0
32,1,Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,15.0,5.0,3,0.9253210963809149,0.06676888207433422,800000.0,53415.10565946738,9,6.0
32,1,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,13.0,4.333333333333333,3,0.9278013868408431,0.06278719742750609,800000.0,50229.75794200487,5,
32,1,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,12.0,4.0,3,0.9140478103944365,0.06074602771620221,800000.0,48596.822172961765,6,9.0
32,1,Tyson Beckford,Jenna Johnson,Model,Model,New York,United States,52,46-55,12.0,4.0,3,0.8780618150123698,0.05966279906930131,800000.0,47730.23925544105,12,3.0
32,1,Matt Walsh,Koko Iwasaki,Comedian,Entertainment,Illinois,United States,58,>55,12.0,4.0,3,0.6409246775779992,0.05299195588545962,800000.0,42393.564708367696,14,1.0
32,2,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,24.0,8.0,3,0.9808879225929852,0.09238797917306478,860000.0000000001,79453.66208883573,1,
32,2,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,24.0,8.0,3,0.9807340954120388,0.0923808735551328,860000.0000000001,79447.55125741422,2,
32,2,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,21.0,7.0,3,0.9834264080482549,0.08583680852159929,860000.0000000001,73819.6553285754,4,
32,2,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,21.0,7.0,3,0.9708485555604432,0.08529868105935848,860000.0000000001,73356.8657110483,8,7.0
32,2,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,20.0,6.666666666666667,3,0.9783504902825522,0.08298701178492003,860000.0000000001,71368.83013503124,3,
32,2,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,19.0,6.333333333333333,3,0.98031967970364,0.0803551178189854,860000.0000000001,69105.40132432745,5,
32,2,Tyson Beckford,Jenna Johnson,Model,Model,New York,United States,52,46-55,18.0,6.0,3,0.9715438706359104,0.07732316839596454,860000.0000000001,66497.92482052952,12,3.0
32,2,Mira Sorvino,Gleb Savchenko,Actor/Actress,Entertainment,New York,United States,55,46-55,18.0,6.0,3,0.9313291981147667,0.07578393227712549,860000.0000000001,65174.181758327926,10,5.0
32,2,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Entertainment,Mississippi,United States,32,26-35,16.0,5.333333333333333,3,0.8546138458690814,0.06828785185523444,860000.0000000001,58727.55259550162,13,2.0
32,2,Adrian Peterson,Britt Stewart,Athlete,Sports,Texas,United States,38,36-45,15.0,5.0,3,0.9103700811732092,0.06817350226955567,860000.0000000001,58629.21195181788,11,4.0
32,2,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,15.0,5.0,3,0.8998309002135502,0.06781520071138615,860000.0000000001,58321.0726117921,6,9.0
32,2,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,15.0,5.0,3,0.8575673229000774,0.0663971796509296,860000.0000000001,57101.57449979946,7,8.0
32,2,Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,12.0,4.0,3,0.6882501253729157,0.05697269292674336,860000.0000000001,48996.5159169993,9,6.0
32,3,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,34.0,8.5,4,0.9842507497677444,0.10201246740171847,920000.0,93851.470009581,2,
32,3,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,34.0,8.5,4,0.9806441816821025,0.10182867571120051,920000.0,93682.38165430447,3,
32,3,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,32.0,8.0,4,0.9853537729585131,0.09850381649455707,920000.0,90623.5111749925,4,
32,3,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,32.0,8.0,4,0.9797005942751025,0.0982257797896466,920000.0,90367.71740647487,1,
32,3,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,27.0,6.75,4,0.9745473275367895,0.08709896041504858,920000.0,80131.0435818447,8,7.0
32,3,Mira Sorvino,Gleb Savchenko,Actor/Actress,Entertainment,New York,United States,55,46-55,26.0,6.5,4,0.9358438199144451,0.08327068929361116,920000.0,76609.03415012227,10,5.0
32,3,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,25.0,6.25,4,0.9001963359102856,0.07977124068015166,920000.0,73389.54142573953,7,8.0
32,3,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,24.0,6.0,4,0.9152641195497405,0.07845818122599187,920000.0,72181.52672791251,6,9.0
32,3,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,24.0,6.0,4,0.8859657202829025,0.07731720923380137,920000.0,71131.83249509726,5,
32,3,Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,23.0,5.75,4,0.8062455629920231,0.07262575468486321,920000.0,66815.69431007415,9,6.0
32,3,Adrian Peterson,Britt Stewart,Athlete,Sports,Texas,United States,38,36-45,22.0,5.5,4,0.7874205017091217,0.07044831904356677,920000.0,64812.45352008143,11,4.0
32,3,Tyson Beckford,Jenna Johnson,Model,Model,New York,United States,52,46-55,20.0,5.0,4,0.1916266728317119,0.05043890602584292,920000.0,46403.793543775486,12,3.0
32,4,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,27.0,9.0,3,0.9823037435838481,0.11116092532277577,980000.0,108937.70681632026,1,
32,4,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,25.0,8.333333333333334,3,0.9688387656286782,0.1046799687791963,980000.0,102586.36940361238,3,
32,4,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,24.0,8.0,3,0.9859150889788835,0.10196368559814219,980000.0,99924.41188617934,2,
32,4,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,24.0,8.0,3,0.9851492872928618,0.10192465109061999,980000.0,99886.15806880759,4,
32,4,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,22.0,7.333333333333333,3,0.9788111908076135,0.09366476997883953,980000.0,91791.47457926274,8,7.0
32,4,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,21.0,7.0,3,0.9550316350409734,0.08870761161081694,980000.0,86933.4593786006,6,9.0
32,4,Adrian Peterson,Britt Stewart,Athlete,Sports,Texas,United States,38,36-45,21.0,7.0,3,0.9428794752686508,0.0881702512516157,980000.0,86406.8462265834,11,4.0
32,4,Mira Sorvino,Gleb Savchenko,Actor/Actress,Entertainment,New York,United States,55,46-55,21.0,7.0,3,0.9274182223176859,0.08749126783799724,980000.0,85741.44248123729,10,5.0
32,4,Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,19.0,6.333333333333333,3,0.8708100477995322,0.07873546115353058,980000.0,77160.75193045997,9,6.0
32,4,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,18.0,6.0,3,0.791098811668165,0.07331647617530362,980000.0,71850.14665179755,5,
32,4,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,18.0,6.0,3,0.7037953552935305,0.07018493120116229,980000.0,68781.23257713905,7,8.0
32,5,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,28.0,9.333333333333334,3,0.9837201068823411,0.11740910011289912,1040000.0,122105.46411741509,4,
32,5,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,28.0,9.333333333333334,3,0.9780588753862872,0.1170772299851521,1040000.0,121760.31918455819,1,
32,5,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,27.0,9.0,3,0.982822115206863,0.11394380546032869,1040000.0,118501.55767874184,2,
32,5,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,24.0,8.0,3,0.9794321773056265,0.10185856899152258,1040000.0,105932.91175118349,3,
32,5,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,24.0,8.0,3,0.9681646099450923,0.10128633328746785,1040000.0,105337.78661896657,7,8.0
32,5,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,24.0,8.0,3,0.9620076107526425,0.10097500281258723,1040000.0,105014.00292509071,8,7.0
32,5,Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,24.0,8.0,3,0.9447515047228771,0.10010753280518603,1040000.0,104111.83411739348,9,6.0
32,5,Mira Sorvino,Gleb Savchenko,Actor/Actress,Entertainment,New York,United States,55,46-55,22.0,7.333333333333333,3,0.8007070424372963,0.08628878933006581,1040000.0,89740.34090326844,10,5.0
32,5,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,21.0,7.0,3,0.790162322697563,0.08297382482487345,1040000.0,86292.77781786838,5,
32,5,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,18.0,6.0,3,0.8173178966313013,0.07807981238991701,1040000.0,81203.0048855137,6,9.0
32,6,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,42.0,10.5,4,0.9689784736232144,0.1342773004507828,1100000.0,147705.03049586108,1,
32,6,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,41.0,10.25,4,0.9684657358817591,0.1317424758603635,1100000.0,144916.72344639985,3,
32,6,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,39.0,9.75,4,0.9586397625437487,0.12546347529125004,1100000.0,138009.82282037503,2,
32,6,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,38.0,9.5,4,0.9691390320449731,0.12305267364308449,1100000.0,135357.94100739295,4,
32,6,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,37.0,9.25,4,0.9477685699112314,0.118629992094478,1100000.0,130492.9913039258,8,7.0
32,6,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,32.0,8.0,4,0.8180244301403572,0.09774419348749085,1100000.0,107518.61283623993,7,8.0
32,6,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,31.0,7.75,4,0.7405410757407969,0.09199495342659778,1100000.0,101194.44876925755,5,
32,6,Mauricio Umansky,Emma Slater,TV Personality,Media,Unknown,Mexico,53,46-55,33.0,8.25,4,0.5888169210401177,0.08925573445510845,1100000.0,98181.3079006193,9,6.0
32,6,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,29.0,7.25,4,0.7227861091344785,0.08783920129084424,1100000.0,96623.12141992866,6,9.0
32,7,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,37.0,9.25,4,0.9522863333620473,0.1415256312597949,1160000.0000000002,164169.7322613621,1,
32,7,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,37.0,9.25,4,0.9520905177708069,0.14151177547552024,1160000.0000000002,164153.65955160352,3,
32,7,Lele Pons,Brandon Armstrong,Social Media Personality,Media,Unknown,Venezuela,27,26-35,36.5,9.125,4,0.9231702705263403,0.13568637381287513,1160000.0000000002,157396.19362293518,8,7.0
32,7,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,36.0,9.0,4,0.9720405466850883,0.13495849274224703,1160000.0000000002,156551.85158100657,4,
32,7,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,36.0,9.0,4,0.9624186662042922,0.1343107748141456,1160000.0000000002,155800.49878440893,2,
32,7,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,35.0,8.75,4,0.908043755600053,0.12272121260347439,1160000.0000000002,142356.60662003033,5,
32,7,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,32.5,8.125,4,0.6886123271491866,0.09606062156480924,1160000.0000000002,111430.32101517874,7,8.0
32,7,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,32.0,8.0,4,0.6660084447465054,0.09322511772713353,1160000.0000000002,108141.13656347492,6,9.0
32,8,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,42.0,10.5,4,0.9456495340258065,0.1703558729102571,1220000.0000000002,207834.16495051372,3,
32,8,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,40.0,10.0,4,0.9481882531277117,0.16372863409501615,1220000.0000000002,199748.93359591975,1,
32,8,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,39.0,9.75,4,0.9573984612706546,0.16069542177058657,1220000.0000000002,196048.41456011566,4,
32,8,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,36.0,9.0,4,0.9086360649966904,0.1452172971657456,1220000.0000000002,177165.10254220967,5,
32,8,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,33.0,8.25,4,0.8483316994540172,0.13056706231477735,1220000.0000000002,159291.8160240284,2,
32,8,Barry Williams,Peta Murgatroyd,Actor/Actress,Entertainment,California,United States,68,>55,35.0,8.75,4,0.5894382163799449,0.12059174390759338,1220000.0000000002,147121.92756726395,7,8.0
32,8,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,28.0,7.0,4,0.6722878013590329,0.10884396783602383,1220000.0000000002,132789.6407599491,6,9.0
32,9,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,43.0,10.75,4,0.9593354712735163,0.20050750484978344,1280000.0,256649.6062077228,2,
32,9,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,41.0,10.25,4,0.9350451957274906,0.19060054573991903,1280000.0,243968.69854709634,1,
32,9,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,38.0,9.5,4,0.9587824517433513,0.180004912806967,1280000.0,230406.28839291778,4,
32,9,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,37.0,9.25,4,0.9247336518498411,0.17265052903148545,1280000.0,220992.67716030136,3,
32,9,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,32.0,8.0,4,0.7270417372901995,0.1393182829661342,1280000.0,178327.40219665176,5,
32,9,Harry Jowsey,Rylee Arnold,TV Personality,Media,Unknown,Australia,26,26-35,30.0,7.5,4,0.44864784487780773,0.11691822460571084,1280000.0,149655.32749530987,6,9.0
32,10,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,30.0,10.0,3,0.9447419876821199,0.22687177405075415,1339999.9999999998,304008.1772280105,1,
32,10,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,29.5,9.833333333333334,3,0.957271945037621,0.22127456910982524,1339999.9999999998,296507.92260716576,4,
32,10,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,29.0,9.666666666666666,3,0.9099170210934213,0.20892281186809977,1339999.9999999998,279956.56790325366,3,
32,10,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,28.5,9.5,3,0.8511983408669963,0.19587643272882788,1339999.9999999998,262474.41985662933,2,
32,10,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,25.5,8.5,3,0.6229855260642152,0.14705441224249302,1339999.9999999998,197052.9124049406,5,
32,11,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,Entertainment,California,United States,17,≤25,30.0,10.0,3,0.9386675875826552,0.21858405664896577,1400000.0,306017.67930855206,1,
32,11,Jason Mraz,Daniella Karagach,Singer/Rapper,Entertainment,Virginia,United States,46,46-55,30.0,10.0,3,0.9084899030635286,0.21531063447875035,1400000.0,301434.88827025046,2,
32,11,Charity Lawson,Artem Chigvintsev,TV Personality,Media,Georgia,United States,27,26-35,29.5,9.833333333333334,3,0.9245098214518264,0.20846869443186544,1400000.0,291856.1722046116,4,
32,11,Ariana Madix,Pasha Pashkov,TV Personality,Media,Florida,United States,38,36-45,29.5,9.833333333333334,3,0.9041629718961357,0.2063586054654492,1400000.0,288902.0476516289,3,
32,11,Alyson Hannigan,Sasha Farber,Actor/Actress,Entertainment,Washington D.C.,United States,49,46-55,26.5,8.833333333333334,3,0.704144925766091,0.15127800897496926,1400000.0,211789.21256495698,5,
33,1,Chandler Kinney,Brandon Armstrong,Actor/Actress,Entertainment,California,United States,24,≤25,23.0,7.666666666666667,3,0.9843771455847481,0.09225526922619,800000.0,73804.215380952,3,
33,1,Dwight Howard,Daniella Karagach,Athlete,Sports,Georgia,United States,38,36-45,22.0,7.333333333333333,3,0.9907122817781975,0.08963549483009182,800000.0,71708.39586407346,6,7.0
33,1,Joey Graziadei,Jenna Johnson,TV Personality,Media,Louisiana,United States,29,26-35,21.0,7.0,3,0.9893898161990008,0.08601402761957433,800000.0,68811.22209565947,1,
33,1,Stephen Nedoroscik,Rylee Arnold,Athlete,Sports,Florida,United States,26,26-35,21.0,7.0,3,0.9889727644858588,0.08599609334073327,800000.0,68796.87467258662,4,
33,1,Danny Amendola,Witney Carson,Athlete,Sports,Texas,United States,39,36-45,20.0,6.666666666666667,3,0.9872701015975915,0.08189026896503528,800000.0,65512.21517202822,5,
33,1,Phaedra Parks,Val Chmerkovskiy,TV Personality,Media,Georgia,United States,51,46-55,19.0,6.333333333333333,3,0.9890910454944073,0.07777216735436192,800000.0,62217.733883489534,8,5.0
33,1,Jenn Tran,Sasha Farber,TV Personality,Media,Florida,United States,26,26-35,19.0,6.333333333333333,3,0.9883898245057511,0.07774490439593978,800000.0,62195.92351675183,7,6.0
33,1,Anna Delvey,Ezra Sosa,Con artist,Other,Unknown,Russia,33,26-35,18.0,6.0,3,0.9746614032364138,0.073263445059821,800000.0,58610.756047856805,12,2.0
33,1,Ilona Maher,Alan Bersten,Athlete,Sports,California,United States,28,26-35,18.0,6.0,3,0.9470479881574114,0.07225886900252888,800000.0,57807.095202023105,2,
33,1,Brooks Nader,Gleb Savchenko,Model,Model,New York,United States,27,26-35,18.0,6.0,3,0.8939711500049509,0.07036645476175939,800000.0,56293.16380940751,9,4.0
33,1,Tori Spelling,Pasha Pashkov,Actor/Actress,Entertainment,California,United States,51,46-55,17.0,5.666666666666667,3,0.9063492706895684,0.06748027583481389,800000.0,53984.220667851114,12,2.0
33,1,Reginald VelJohnson,Emma Slater,Actor/Actress,Entertainment,New York,United States,74,>55,16.0,5.333333333333333,3,0.9112681250526299,0.06495631785035459,800000.0,51965.05428028367,10,3.0
33,1,Eric Roberts,Britt Stewart,Actor/Actress,Entertainment,California,United States,68,>55,15.0,5.0,3,0.8286549686947803,0.060366411758795785,800000.0,48293.12940703663,10,3.0
33,2,Chandler Kinney,Brandon Armstrong,Actor/Actress,Entertainment,California,United States,24,≤25,24.0,8.0,3,0.9749648221352366,0.09269584559631631,875000.0,81108.86489677678,3,
33,2,Dwight Howard,Daniella Karagach,Athlete,Sports,Georgia,United States,38,36-45,22.0,7.333333333333333,3,0.9904678363365994,0.08742996232979319,875000.0,76501.21703856904,6,7.0
33,2,Joey Graziadei,Jenna Johnson,TV Personality,Media,Louisiana,United States,29,26-35,22.0,7.333333333333333,3,0.9805490883335072,0.08699743785947388,875000.0,76122.75812703965,1,
33,2,Stephen Nedoroscik,Rylee Arnold,Athlete,Sports,Florida,United States,26,26-35,22.0,7.333333333333333,3,0.979791634166521,0.08696449581197854,875000.0,76093.93383548122,4,
